"800","adunāre","adun","adunāre","adunāv","adunātus","団結する","to unite","1","0","0","0","0","0"
"801","advelāre","advel","advelāre","advelāv","advelātus","明らかにする","to uncover","1","0","0","0","0","0"
"802","adventāre","advent","adventāre","adventāv","adventātus","近づく","to approach","1","0","0","0","0","0"
"803","adverberāre","adverber","adverberāre","adverberāv","adverberātus","拷問する","to torture","1","0","0","0","0","0"
"804","adversāre","advers","adversāre","adversāv","adversātus","反抗する","to oppose","1","0","0","0","0","0"
"805","advigilāre","advigil","advigilāre","advigilāv","advigilātus","管理する","to supervise","1","0","0","0","0","0"
"806","advocāre","advoc","advocāre","advocāv","advocātus","呼び出す","to invoke","1","0","0","0","0","0"
"807","advolāre","advol","advolāre","advolāv","advolātus","ここを飛ぶ","to fly here","1","0","0","0","0","0"
"808","aedificāre","aedific","aedificāre","aedificāv","aedificātus","構築する","to build","1","0","0","0","0","0"
"809","aegrotāre","aegrot","aegrotāre","aegrotāv","aegrotātus","病気になる","to become ill","1","0","0","0","0","0"
"810","aequāre","aequ","aequāre","aequāv","aequātus","合わせる","to match","1","0","0","0","0","0"
"811","aequidistāre","aequidist","aequidistāre","aequidistāv","aequidistātus","並列にする","to be parallel","1","0","0","0","0","0"
"812","aequiparāre","aequipar","aequiparāre","aequiparāv","aequiparātus","合わせる","to match","1","0","0","0","0","0"
"813","aequiperāre","aequiper","aequiperāre","aequiperāv","aequiperātus","一致する","to match with","1","0","0","0","0","0"
"814","aequivocāre","aequivoc","aequivocāre","aequivocāv","aequivocātus","曖昧にする","to equivocate","1","0","0","0","0","0"
"815","aerugināre","aerugin","aerugināre","aerugināv","aeruginātus","錆びる","to rust","1","0","0","0","0","0"
"816","aestimāre","aestim","aestimāre","aestimāv","aestimātus","見積もる","to estimate","1","0","0","0","0","0"
"817","aestivāre","aestiv","aestivāre","aestivāv","aestivātus","夏を過ごす","spend the summer","1","0","0","0","0","0"
"818","aestuāre","aestu","aestuāre","aestuāv","aestuātus","暑くなる","to be hot","1","0","0","0","0","0"
"819","aestumāre","aestum","aestumāre","aestumāv","aestumātus","数える","to count","1","0","0","0","0","0"
"820","aeternāre","aetern","aeternāre","aeternāv","aeternātus","永遠にする","to eternalize","1","0","0","0","0","0"
"821","affectāre","affect","affectāre","affectāv","affectātus","影響する","to affect","1","0","0","0","0","0"
"822","affidāre","affid","affidāre","affidāv","affidātus","信頼する、信じる、信用する","to trust","1","0","0","0","0","0"
"823","affidentiāre","affidenti","affidentiāre","affidentiāv","affidentiātus","安心する","to be assured","1","0","0","0","0","0"
"824","affigurāre","affigur","affigurāre","affigurāv","affigurātus","他の何かの類推から言葉を作る","to fashion a word after an analogy of something else","1","0","0","0","0","0"
"825","affirmāre","affirm","affirmāre","affirmāv","affirmātus","断言する","to affirm","1","0","0","0","0","0"
"826","afflāre","affl","afflāre","afflāv","afflātus","吹き飛ばす","to blow on","1","0","0","0","0","0"
"827","afflictāre","afflict","afflictāre","afflictāv","afflictātus","戸惑う","to bewildered","1","0","0","0","0","0"
"828","aggenerāre","aggener","aggenerāre","aggenerāv","aggenerātus","引き起こす","to generate","1","0","0","0","0","0"
"829","aggerāre","agger","aggerāre","aggerāv","aggerātus","積み上げる","to pile up","1","0","0","0","0","0"
"830","agglomerāre","agglomer","agglomerāre","agglomerāv","agglomerātus","凝集する","to agglomerate","1","0","0","0","0","0"
"831","agglutināre","agglutin","agglutināre","agglutināv","agglutinātus","固定する","to fasten on","1","0","0","0","0","0"
"832","aggravāre","aggrav","aggravāre","aggravāv","aggravātus","悪化させる","to aggravate","1","0","0","0","0","0"
"833","aggregāre","aggreg","aggregāre","aggregāv","aggregātus","関連付ける","to associate","1","0","0","0","0","0"
"834","aggubernāre","aggubern","aggubernāre","aggubernāv","aggubernātus","知覚する","to perceive","1","0","0","0","0","0"
"836","ahaesitāre","ahaesit","ahaesitāre","ahaesitāv","ahaesitātus","困惑する","to perplexed","1","0","0","0","0","0"
"837","albāre","alb","albāre","albāv","albātus","白くする","to blanch","1","0","0","0","0","0"
"838","albicāre","albic","albicāre","albicāv","albicātus","白っぽくする","to whitish","1","0","0","0","0","0"
"839","alienāre","alien","alienāre","alienāv","alienātus","疎外する","to alienate","1","0","0","0","0","0"
"840","allaborāre","allabor","allaborāre","allaborāv","allaborātus","頑張って仕事する","to work hard","1","0","0","0","0","0"
"841","allacrimāre","allacrim","allacrimāre","allacrimāv","allacrimātus","泣く","to cry over","1","0","0","0","0","0"
"842","allatrāre","allatr","allatrāre","allatrāv","allatrātus","吠える","to bark at","1","0","0","0","0","0"
"843","allaudāre","allaud","allaudāre","allaudāv","allaudātus","賞賛する","to praise","1","0","0","0","0","0"
"844","allectāre","allect","allectāre","allectāv","allectātus","魅了する","to allure","1","0","0","0","0","0"
"845","allegāre","alleg","allegāre","allegāv","allegātus","引用する","to cite","1","0","0","0","0","0"
"846","allegorizāre","allegoriz","allegorizāre","allegorizāv","allegorizātus","寓話する","to allegory","1","0","0","0","0","0"
"847","allevāre","allev","allevāre","allevāv","allevātus","持ち上げる","to lift up","1","0","0","0","0","0"
"848","alleviāre","allevi","alleviāre","alleviāv","alleviātus","軽くする","to lighten","1","0","0","0","0","0"
"849","alligāre","allig","alligāre","alligāv","alligātus","縛る","to bind","1","0","0","0","0","0"
"850","allocāre","alloc","allocāre","allocāv","allocātus","手当をもらう","to allowance","1","0","0","0","0","0"
"851","altespirāre","altespir","altespirāre","altespirāv","altespirātus","息を吸う","to breathe in","1","0","0","0","0","0"
"852","alterāre","alter","alterāre","alterāv","alterātus","変更する","to alter","1","0","0","0","0","0"
"853","alternāre","altern","alternāre","alternāv","alternātus","交互に現れる","to alternate","1","0","0","0","0","0"
"854","altiāre","alti","altiāre","altiāv","altiātus","祭壇へ","to altar","1","0","0","0","0","0"
"856","amandāre","amand","amandāre","amandāv","amandātus","破棄する","discard","1","0","0","0","0","0"
"857","amaricāre","amaric","amaricāre","amaricāv","amaricātus","苦くする","be bitter","1","0","0","0","0","0"
"858","ambulāre","ambul","ambulāre","ambulāv","ambulātus","歩く","to walk","1","0","0","0","0","0"
"859","amentāre","ament","amentāre","amentāv","amentātus","ストラップを付ける、ひもを付ける、投げる","to furnish with strap, to furnish with thong, to hurl","1","0","0","0","0","0"
"860","amicāre","amic","amicāre","amicāv","amicātus","愛する","love","1","0","0","0","0","0"
"861","ammutilāre","ammutil","ammutilāre","ammutilāv","ammutilātus","切断する","amputate","1","0","0","0","0","0"
"862","amplexāre","amplex","amplexāre","amplexāv","amplexātus","擁する","embrace","1","0","0","0","0","0"
"863","ampliāre","ampli","ampliāre","ampliāv","ampliātus","拡大する、広げる","to expand","1","0","0","0","0","0"
"864","amplificāre","amplific","amplificāre","amplificāv","amplificātus","拡大する、大きくする","to enlarge","1","0","0","0","0","0"
"865","amputāre","amput","amputāre","amputāv","amputātus","断ち切る","to cut off","1","0","0","0","0","0"
"866","anathematizāre","anathematiz","anathematizāre","anathematizāv","anathematizātus","麻酔する","to anathematize","1","0","0","0","0","0"
"867","angariāre","angari","angariāre","angariāv","angariātus","何かを要求する、命令する、強制する、拘束する","to demand something, to commandeer, to compel, to constrain","1","0","0","0","0","0"
"868","angoriāre","angori","angoriāre","angoriāv","angoriātus","苦痛にする","to distress","1","0","0","0","0","0"
"869","angulāre","angul","angulāre","angulāv","angulātus","角度にする","to angular","1","0","0","0","0","0"
"870","angustāre","angust","angustāre","angustāv","angustātus","苦痛にする","to distress","1","0","0","0","0","0"
"871","angustiāre","angusti","angustiāre","angustiāv","angustiātus","苦痛にする","to distress","1","0","0","0","0","0"
"872","anhelāre","anhel","anhelāre","anhelāv","anhelātus","憧れる","to yearn for","1","0","0","0","0","0"
"873","animāre","anim","animāre","animāv","animātus","息で満たす、空気で満たす、活力を与える、活力を与える、リフレッシュする、復活させる、生き物に変身する、インスピレーションを与える、命を与える、生かす、生かす、生かす、生かす、 元気を与える、活力を与える、勇気を与える、激励する、精神を授ける、勇気を与える、特定の心の性質を与える、喚起する、刺激する、特定の精神の性質を与える 活気づける、燃える、光る","to fill with breath, to fill with air, to animate, to quicken, to refresh, to revive, to transform into a living being, to inspire, to give or bring life to, to make alive, to make or cause to live, to give spirit, to give vigor to, to give courage to, to encourage, to endow with spirit, to endow with courage, to endow with particular disposition of mind, to rouse, to incite, to give particular disposition of mind to, to enliven, to kindle, to light","1","0","0","0","0","0"
"874","annāre","ann","annāre","annāv","annātus","泳ぐ、年がすぎる","to swim, to pass the year","1","0","0","0","0","0"
"875","annatāre","annat","annatāre","annatāv","annatātus","泳ぎ去る","to swim away","1","0","0","0","0","0"
"876","annavigāre","annavig","annavigāre","annavigāv","annavigātus","航海する","to sail by","1","0","0","0","0","0"
"877","annihilāre","annihil","annihilāre","annihilāv","annihilātus","絶滅させる","to annihilate","1","0","0","0","0","0"
"878","annodāre","annod","annodāre","annodāv","annodātus","結ぶ","to tie","1","0","0","0","0","0"
"879","annotāre","annot","annotāre","annotāv","annotātus","記す","note","1","0","0","0","0","0"
"880","annullāre","annull","annullāre","annullāv","annullātus","絶滅させる","annihilate","1","0","0","0","0","0"
"881","annumerāre","annumer","annumerāre","annumerāv","annumerātus","番号","number","1","0","0","0","0","0"
"882","annuntiāre","annunti","annuntiāre","annuntiāv","annuntiātus","発表する","announce","1","0","0","0","0","0"
"883","antevolāre","antevol","antevolāre","antevolāv","antevolātus","上を飛ぶ","fly above","1","0","0","0","0","0"
"884","anticipāre","anticip","anticipāre","anticipāv","anticipātus","予想する","to anticipate","1","0","0","0","0","0"
"885","antiquāre","antiqu","antiquāre","antiquāv","antiquātus","廃止する","obsolete","1","0","0","0","0","0"
"886","anxiāre","anxi","anxiāre","anxiāv","anxiātus","心配する","to worry","1","0","0","0","0","0"
"887","apocopāre","apocop","apocopāre","apocopāv","apocopātus","語尾音消失","apocopare","1","0","0","0","0","0"
"888","apoculāre","apocul","apoculāre","apoculāv","apoculātus","人口を増やす","to apopule","1","0","0","0","0","0"
"889","apologāre","apolog","apologāre","apologāv","apologātus","謝罪する","make apologise","1","0","0","0","0","0"
"890","apostatāre","apostat","apostatāre","apostatāv","apostatātus","落ちる","fall off","1","0","0","0","0","0"
"891","apparāre","appar","apparāre","apparāv","apparātus","準備する","preparing","1","0","0","0","0","0"
"892","appellāre","appell","appellāre","appellāv","appellātus","魅力的である","appealing","1","0","0","0","0","0"
"893","appellitāre","appellit","appellitāre","appellitāv","appellitātus","電話する","to call","1","0","0","0","0","0"
"894","applicāre","applic","applicāre","applicāv","applicātus","追加する、添付する、申し込む","to add, attach, apply","1","0","0","0","0","0"
"895","applorāre","applor","applorāre","applorāv","applorātus","懇願する","to implore","1","0","0","0","0","0"
"896","applumbāre","applumb","applumbāre","applumbāv","applumbātus","導く","lead","1","0","0","0","0","0"
"897","apportāre","apport","apportāre","apportāv","apportātus","持ち込む","to bring in","1","0","0","0","0","0"
"898","appretiāre","appreti","appretiāre","appretiāv","appretiātus","感謝する","appreciate","1","0","0","0","0","0"
"899","approbāre","approb","approbāre","approbāv","approbātus","承認する","approve","1","0","0","0","0","0"
"900","appronāre","appron","appronāre","appronāv","appronātus","承認する","approve","1","0","0","0","0","0"
"901","approperāre","approper","approperāre","approperāv","approperātus","急ぐ","hasten","1","0","0","0","0","0"
"902","appropiāre","appropi","appropiāre","appropiāv","appropiātus","近づく","to come near","1","0","0","0","0","0"
"903","appropinquāre","appropinqu","appropinquāre","appropinquāv","appropinquātus","近づいている","approaching","1","0","0","0","0","0"
"904","appropriāre","appropri","appropriāre","appropriāv","appropriātus","適切である","appropriate","1","0","0","0","0","0"
"905","approximāre","approxim","approximāre","approximāv","approximātus","近似する","approximate","1","0","0","0","0","0"
"906","appugnāre","appugn","appugnāre","appugnāv","appugnātus","攻撃する、攻める","to attack","1","0","0","0","0","0"
"907","apputāre","apput","apputāre","apputāv","apputātus","検討する","to consider","1","0","0","0","0","0"
"908","apricāre","apric","apricāre","apricāv","apricātus","日光浴","bask","1","0","0","0","0","0"
"909","aptāre","apt","aptāre","aptāv","aptātus","留める、合う、適合する、適する、適用する、調整する、適応する、収容する、合致する、一致する、準備する、準備する","to fasten, to fit, to apply, to adjust, to adapt, to accommodate, to fit, to make ready, to prepare","1","0","0","0","0","0"
"910","arāre","ar","arāre","arāv","arātus","耕す、耕す、土地を耕す、農耕する、耕して得る","to plough, to till, to cultivate land, to farm, to acquire by tillage","1","0","0","0","0","0"
"911","arbitrāre","arbitr","arbitrāre","arbitrāv","arbitrātus","考える","think","1","0","0","0","0","0"
"912","arbustāre","arbust","arbustāre","arbustāv","arbustātus","樹木園","arboretum","1","0","0","0","0","0"
"913","architectāre","architect","architectāre","architectāv","architectātus","建築家","architectare","1","0","0","0","0","0"
"914","arctāre","arct","arctāre","arctāv","arctātus","収縮する","constrict","1","0","0","0","0","0"
"915","arcuāre","arcu","arcuāre","arcuāv","arcuātus","ひれ伏す","bow down","1","0","0","0","0","0"
"916","arietāre","ariet","arietāre","arietāv","arietātus","突進する","ram","1","0","0","0","0","0"
"917","armāre","arm","armāre","armāv","armātus","武装する","to arm","1","0","0","0","0","0"
"918","aromatizāre","aromatiz","aromatizāre","aromatizāv","aromatizātus","香水","perfume","1","0","0","0","0","0"
"919","arrogāre","arrog","arrogāre","arrogāv","arrogātus","自慢する","arrogate to","1","0","0","0","0","0"
"920","artāre","art","artāre","artāv","artātus","弱体化する","undermine","1","0","0","0","0","0"
"921","articulāre","articul","articulāre","articulāv","articulātus","明確にする","articulate","1","0","0","0","0","0"
"922","asciāre","asci","asciāre","asciāv","asciātus","切り刻む","to hew","1","0","0","0","0","0"
"923","aspectāre","aspect","aspectāre","aspectāv","aspectātus","見つめる","to gaze on","1","0","0","0","0","0"
"924","asperāre","asper","asperāre","asperāv","asperātus","悪化させる","aggravate","1","0","0","0","0","0"
"925","aspirāre","aspir","aspirāre","aspirāv","aspirātus","熱望する","to aspire to","1","0","0","0","0","0"
"926","asportāre","asport","asportāre","asportāv","asportātus","運び去る","carry away","1","0","0","0","0","0"
"927","assāre","ass","assāre","assāv","assātus","焙煎する","roasting","1","0","0","0","0","0"
"928","asservāre","asserv","asservāre","asservāv","asservātus","主張する","to assert","1","0","0","0","0","0"
"929","asseverāre","assever","asseverāre","asseverāv","asseverātus","主張する","assert","1","0","0","0","0","0"
"930","assiccāre","assicc","assiccāre","assiccāv","assiccātus","枯渇する","drying up","1","0","0","0","0","0"
"931","assiduāre","assidu","assiduāre","assiduāv","assiduātus","頑張る","to persevere","1","0","0","0","0","0"
"932","assignāre","assign","assignāre","assignāv","assignātus","割当する","assign","1","0","0","0","0","0"
"933","assignificāre","assignific","assignificāre","assignificāv","assignificātus","割当する","to assign","1","0","0","0","0","0"
"934","assimilāre","assimil","assimilāre","assimilāv","assimilātus","同化する","assimilate","1","0","0","0","0","0"
"935","assimulāre","assimul","assimulāre","assimulāv","assimulātus","同化する","to assimilate","1","0","0","0","0","0"
"936","associāre","associ","associāre","associāv","associātus","仲間、同僚","associate","1","0","0","0","0","0"
"937","assolāre","assol","assolāre","assolāv","assolātus","慰める","assolate","1","0","0","0","0","0"
"938","assultāre","assult","assultāre","assultāv","assultātus","襲撃する","to assail","1","0","0","0","0","0"
"939","astrangulāre","astrangul","astrangulāre","astrangulāv","astrangulātus","絞首刑","strangle","1","0","0","0","0","0"
"940","attamināre","attamin","attamināre","attamināv","attaminātus","汚す","defile","1","0","0","0","0","0"
"941","attemperāre","attemper","attemperāre","attemperāv","attemperātus","収容する","to accommodate","1","0","0","0","0","0"
"942","attemptāre","attempt","attemptāre","attemptāv","attemptātus","試す、試みる","attempt","1","0","0","0","0","0"
"943","attentāre","attent","attentāre","attentāv","attentātus","試す、試みる","attempt","1","0","0","0","0","0"
"944","attenuāre","attenu","attenuāre","attenuāv","attenuātus","弱毒化される","be attenuated","1","0","0","0","0","0"
"945","attermināre","attermin","attermināre","attermināv","atterminātus","決定する","determine","1","0","0","0","0","0"
"946","attitulāre","attitul","attitulāre","attitulāv","attitulātus","誇張された","exaggerated","1","0","0","0","0","0"
"947","attractāre","attract","attractāre","attractāv","attractātus","誘致する","to attract","1","0","0","0","0","0"
"948","attrectāre","attrect","attrectāre","attrectāv","attrectātus","引きつける","to attract","1","0","0","0","0","0"
"949","attribulāre","attribul","attribulāre","attribulāv","attribulātus","属性","attribute","1","0","0","0","0","0"
"950","auctāre","auct","auctāre","auctāv","auctātus","増加する","increase","1","0","0","0","0","0"
"951","auctitāre","auctit","auctitāre","auctitāv","auctitātus","増加する","increase","1","0","0","0","0","0"
"952","auctorāre","auctor","auctorāre","auctorāv","auctorātus","承認する","authorize","1","0","0","0","0","0"
"953","auctoricāre","auctoric","auctoricāre","auctoricāv","auctoricātus","承認する","authorize","1","0","0","0","0","0"
"954","auctorizāre","auctoriz","auctorizāre","auctorizāv","auctorizātus","承認する","authorize","1","0","0","0","0","0"
"955","augmentāre","augment","augmentāre","augmentāv","augmentātus","増加する","increase","1","0","0","0","0","0"
"956","augurāre","augur","augurāre","augurāv","augurātus","天気","forecast","1","0","0","0","0","0"
"957","augustāre","august","augustāre","augustāv","augustātus","賛美する、美化する","to glorify","1","0","0","0","0","0"
"958","aurāre","aur","aurāre","aurāv","aurātus","めっきをかける","to gild","1","0","0","0","0","0"
"959","aurigāre","aurig","aurigāre","aurigāv","aurigātus","追い払う","to drive away","1","0","0","0","0","0"
"960","auscultāre","auscult","auscultāre","auscultāv","auscultātus","聞く","to listen","1","0","0","0","0","0"
"961","autumāre","autum","autumāre","autumāv","autumātus","推測する","guess","1","0","0","0","0","0"
"962","autumnāre","autumn","autumnāre","autumnāv","autumnātus","秋","autumn","1","0","0","0","0","0"
"963","averruncāre","averrunc","averruncāre","averruncāv","averruncātus","歩き回る","to roam","1","0","0","0","0","0"
"964","avocāre","avoc","avocāre","avocāv","avocātus","電話をかける","call away","1","0","0","0","0","0"
"965","avolāre","avol","avolāre","avolāv","avolātus","飛び去る","fly away","1","0","0","0","0","0"
"966","axāre","ax","axāre","axāv","axātus","名前を付ける、指名する","to name, to nominate","1","0","0","0","0","0"
"967","babtizāre","babtiz","babtizāre","babtizāv","babtizātus","水に浸す、水に浸す","to dip in water, to bathe in water","1","0","0","0","0","0"
"968","badāre","bad","badāre","badāv","badātus","ぽっかりと開く、大きく開く","to gape, to open wide","1","0","0","0","0","0"
"969","badissāre","badiss","badissāre","badissāv","badissātus","行く、進む、歩く","to go, to proceed, to walk","1","0","0","0","0","0"
"970","baiulāre","baiul","baiulāre","baiulāv","baiulātus","重荷を負う","carry a burden","1","0","0","0","0","0"
"971","bajulāre","bajul","bajulāre","bajulāv","bajulātus","負担を負う","bear a burden","1","0","0","0","0","0"
"972","balāre","bal","balāre","balāv","balātus","試合する","bout","1","0","0","0","0","0"
"973","balbāre","balb","balbāre","balbāv","balbātus","どもる","to stutter","1","0","0","0","0","0"
"974","ballāre","ball","ballāre","ballāv","ballātus","踊る","to dance","1","0","0","0","0","0"
"975","balneāre","balne","balneāre","balneāv","balneātus","入浴する","take a bath","1","0","0","0","0","0"
"976","bannizāre","banniz","bannizāre","bannizāv","bannizātus","禁止する、禁ずる","to ban","1","0","0","0","0","0"
"977","baptisāre","baptis","baptisāre","baptisāv","baptisātus","洗礼する","baptize","1","0","0","0","0","0"
"978","baptizāre","baptiz","baptizāre","baptizāv","baptizātus","洗礼する","baptize","1","0","0","0","0","0"
"979","barbarizāre","barbariz","barbarizāre","barbarizāv","barbarizātus","野蛮主義","barbarism","1","0","0","0","0","0"
"980","basiāre","basi","basiāre","basiāv","basiātus","接吻する、キスをする","kisses","1","0","0","0","0","0"
"981","beāre","be","beāre","beāv","beātus","祝福する、喜ぶ、豊かにする","to bless, to gladden, to enrich","1","0","0","0","0","0"
"982","beatificāre","beatific","beatificāre","beatificāv","beatificātus","列福する","make happy","1","0","0","0","0","0"
"983","bellāre","bell","bellāre","bellāv","bellātus","戦争する","go to war","1","0","0","0","0","0"
"984","belligerāre","belliger","belligerāre","belligerāv","belligerātus","戦争をする","anymore","1","0","0","0","0","0"
"985","betizāre","betiz","betizāre","betizāv","betizātus","ビートのようになる、疲れる","to be as beet, to be tired","1","0","0","0","0","0"
"986","bināre","bin","bināre","bināv","binātus","繰り返す、やり直す、二分する、1日に2回ミサを執り行う","repeat, replough, to binate, to celebrate Mass twice in one day","1","0","0","0","0","0"
"987","blasphemāre","blasphem","blasphemāre","blasphemāv","blasphemātus","冒涜する","cuss","1","0","0","0","0","0"
"988","blaterāre","blater","blaterāre","blaterāv","blaterātus","せせらぎにする","babble","1","0","0","0","0","0"
"989","boāre","bo","boāre","boāv","boātus","大声で泣く、怒鳴る、怒鳴る、泣き叫ぶ、大声で呼びかける、怒鳴る、泣く、怒鳴る","to cry aloud, to bellow, to roar, to bray, to call loudly upon, to bellow, to cry forth, to roar forth","1","0","0","0","0","0"
"990","braciāre","braci","braciāre","braciāv","braciātus","醸造する","brew","1","0","0","0","0","0"
"991","brasiāre","brasi","brasiāre","brasiāv","brasiātus","醸造する","brew","1","0","0","0","0","0"
"992","breviāre","brevi","breviāre","breviāv","breviātus","短くする","shorten","1","0","0","0","0","0"
"993","bubulāre","bubul","bubulāre","bubulāv","bubulātus","養う","to feed","1","0","0","0","0","0"
"994","buccināre","buccin","buccināre","buccināv","buccinātus","トランペットを吹く","to trumpet","1","0","0","0","0","0"
"995","bucināre","bucin","bucināre","bucināv","bucinātus","ホーンを吹く","to blow the horn","1","0","0","0","0","0"
"996","bullāre","bull","bullāre","bullāv","bullātus","泡立つ、沸騰する","to bubble, to boil, to effervesce","1","0","0","0","0","0"
"997","caballicāre","caballic","caballicāre","caballicāv","caballicātus","乗る","to ride","1","0","0","0","0","0"
"998","cacāre","cac","cacāre","cacāv","cacātus","排便する、糞をする、排泄物を出す","to defecate, to shit, to pass excrement","1","0","0","0","0","0"
"999","cacabāre","cacab","cacabāre","cacabāv","cacabātus","排便する","you defecate","1","0","0","0","0","0"
"1000","cachinnāre","cachinn","cachinnāre","cachinnāv","cachinnātus","大声で笑う","laugh loudly","1","0","0","0","0","0"
"1001","cacumināre","cacumin","cacumināre","cacumināv","cacuminātus","サミットする","to summit","1","0","0","0","0","0"
"1002","caecāre","caec","caecāre","caecāv","caecātus","盲目","blind","1","0","0","0","0","0"
"1003","caelāre","cael","caelāre","caelāv","caelātus","刻む","to carve","1","0","0","0","0","0"
"1004","calāre","cal","calāre","calāv","calātus","呼ぶ、呼び出す","call, call out","1","0","0","0","0","0"
"1005","calcāre","calc","calcāre","calcāv","calcātus","踏む","tread on","1","0","0","0","0","0"
"1006","calceāre","calce","calceāre","calceāv","calceātus","靴","sandals","1","0","0","0","0","0"
"1007","calciāre","calci","calciāre","calciāv","calciātus","蹴る","sandals","1","0","0","0","0","0"
"1008","calcitrāre","calcitr","calcitrāre","calcitrāv","calcitrātus","蹴る","kick","1","0","0","0","0","0"
"1009","calculāre","calcul","calculāre","calculāv","calculātus","計算する","calculate","1","0","0","0","0","0"
"1010","caligāre","calig","caligāre","caligāv","caligātus","停電する","darken","1","0","0","0","0","0"
"1011","camarāre","camar","camarāre","camarāv","camarātus","跳ね上がる","vault","1","0","0","0","0","0"
"1012","cambiāre","cambi","cambiāre","cambiāv","cambiātus","交換する、換える","to exchange, to barter, to change","1","0","0","0","0","0"
"1013","camerāre","camer","camerāre","camerāv","camerātus","カメラ","camerare","1","0","0","0","0","0"
"1014","cammināre","cammin","cammināre","cammināv","camminātus","暖炉","fireplace","1","0","0","0","0","0"
"1015","campsāre","camps","campsāre","campsāv","campsātus","単にする","we simply","1","0","0","0","0","0"
"1016","cancellāre","cancell","cancellāre","cancellāv","cancellātus","キャンセルする","to cancel","1","0","0","0","0","0"
"1017","canonizāre","canoniz","canonizāre","canonizāv","canonizātus","列聖","canonize","1","0","0","0","0","0"
"1018","cantāre","cant","cantāre","cantāv","cantātus","歌う","sing","1","0","0","0","0","0"
"1019","cantillāre","cantill","cantillāre","cantillāv","cantillātus","歌を歌う","sing a song","1","0","0","0","0","0"
"1020","cantitāre","cantit","cantitāre","cantitāv","cantitātus","歌う","sing","1","0","0","0","0","0"
"1021","capistrāre","capistr","capistrāre","capistrāv","capistrātus","銃口にする","muzzle","1","0","0","0","0","0"
"1022","caprificāre","caprific","caprificāre","caprificāv","caprificātus","胆虫に刺されてイチジクを熟す","to ripen figs by stinging of gall-insect","1","0","0","0","0","0"
"1023","captāre","capt","captāre","captāv","captātus","捕まえる","capture","1","0","0","0","0","0"
"1024","captiāre","capti","captiāre","captiāv","captiātus","捕まえる","capture","1","0","0","0","0","0"
"1025","captivāre","captiv","captivāre","captivāv","captivātus","捕まえる","to capture","1","0","0","0","0","0"
"1026","carināre","carin","carināre","carināv","carinātus","吠える","bark","1","0","0","0","0","0"
"1027","carmināre","carmin","carmināre","carmināv","carminātus","歌う","sing songs","1","0","0","0","0","0"
"1028","carricāre","carric","carricāre","carricāv","carricātus","変える、下ろす","to change, to load","1","0","0","0","0","0"
"1029","cassāre","cass","cassāre","cassāv","cassātus","断る","cancel","1","0","0","0","0","0"
"1030","castificāre","castific","castificāre","castificāv","castificātus","浄化する","to chastise","1","0","0","0","0","0"
"1031","castigāre","castig","castigāre","castigāv","castigātus","懲らしめる","chastise","1","0","0","0","0","0"
"1032","castrāre","castr","castrāre","castrāv","castrātus","剪定する、切断する、罰する、粛清する、去勢する、連結する","to prune, to amputate, to punish, to purge, to castrate, to spay, to dock","1","0","0","0","0","0"
"1033","cataplasmāre","cataplasm","cataplasmāre","cataplasmāv","cataplasmātus","湿布を塗る","to apply poultice","1","0","0","0","0","0"
"1034","catechizāre","catechiz","catechizāre","catechizāv","catechizātus","カテキズム","catechize","1","0","0","0","0","0"
"1035","catecizāre","cateciz","catecizāre","catecizāv","catecizātus","カテキズムにする","to catechize","1","0","0","0","0","0"
"1036","catenāre","caten","catenāre","catenāv","catenātus","連鎖する","to chain","1","0","0","0","0","0"
"1037","catillāre","catill","catillāre","catillāv","catillātus","皿を舐める","to lick dish","1","0","0","0","0","0"
"1038","caumāre","caum","caumāre","caumāv","caumātus","燃やす","burn","1","0","0","0","0","0"
"1039","cauteriāre","cauteri","cauteriāre","cauteriāv","cauteriātus","振り回す","cauterized","1","0","0","0","0","0"
"1040","cauterizāre","cauteriz","cauterizāre","cauterizāv","cauterizātus","振り回す","cauterize","1","0","0","0","0","0"
"1041","cavāre","cav","cavāre","cavāv","cavātus","くり抜く","to hollow out","1","0","0","0","0","0"
"1042","cavernāre","cavern","cavernāre","cavernāv","cavernātus","空洞にする","to make hollow","1","0","0","0","0","0"
"1045","celerāre","celer","celerāre","celerāv","celerātus","速くする","to speed up","1","0","0","0","0","0"
"1046","cenāre","cen","cenāre","cenāv","cenātus","食事する","to dine","1","0","0","0","0","0"
"1047","cenitāre","cenit","cenitāre","cenitāv","cenitātus","食事をする","dine on","1","0","0","0","0","0"
"1048","centesimāre","centesim","centesimāre","centesimāv","centesimātus","センチメートル","hundredth","1","0","0","0","0","0"
"1049","centuplicāre","centuplic","centuplicāre","centuplicāv","centuplicātus","百分の一","centuplicate","1","0","0","0","0","0"
"1050","centuriāre","centuri","centuriāre","centuriāv","centuriātus","センチュラーレ","centuriare","1","0","0","0","0","0"
"1051","cerāre","cer","cerāre","cerāv","cerātus","空気をワックスする","wax the air","1","0","0","0","0","0"
"1052","cernuāre","cernu","cernuāre","cernuāv","cernuātus","識別する","to perceive","1","0","0","0","0","0"
"1054","certiorāre","certior","certiorāre","certiorāv","certiorātus","知らせる","inform","1","0","0","0","0","0"
"1055","cessāre","cess","cessāre","cessāv","cessātus","やめる","put an end to","1","0","0","0","0","0"
"1056","chalāre","chal","chalāre","chalāv","chalātus","チャラーレ","chalare","1","0","0","0","0","0"
