"729","λάλος",λάλ,1-2,笑,lol,0
"730","λάσιος",λάσι,1-2,緑,green,0
"731","λάϊνος",λάϊν,1-2,リネン,linen,0
"732","λέχριος",λέχρι,1-2,多淫な,lecherous,0
"733","λήθαργος",λήθαργ,1-2,無気力,lethargy,0
"734","λίθινος",λίθιν,1-2,結石,stone,0
"735","λίνεος",λίνε,1-2,ライン,line,0
"736","λίνινος",λίνιν,1-2,リネン,linen,0
"737","λίς",λίδ,3con,リス,lis,0
"738","λίσπος",λίσπ,1-2,肥満,fat,0
"739","λαβδοειδος",λαβδοειδ,3i,ラブドイド,Labdoid,0
"740","λαγαρος",λαγαρ,1-2,ラガロス,lagaros,0
"741","λαγῷος",λαγῷ,1-2,ラグオス,lagῷos,0
"742","λαθίφρων",λαθίφροντ,3nt,微妙,subtle,0
"743","λαθραῖος",λαθραῖ,1-2,ステルス,stealthy,0
"744","λαιψηρος",λαιψηρ,1-2,よく深い,greedy,0
"745","λαιος",λαι,1-2,人,people,0
"746","λαμβδοειδος",λαμβδοειδ,3i,ラムドイデス,lambdoides,0
"747","λαμπρος",λαμπρ,1-2,鮮やかさ,brilliant,0
"748","λαμυρος",λαμυρ,1-2,スムーズ,smooth,0
"749","λαπαρος",λαπαρ,1-2,勤勉な,industrious,0
"750","λαρινος",λαριν,1-2,喉頭,larynx,0
"751","λαρος",λαρ,1-2,ラルス,larus,0
"752","λατραβος",λατραβ,1-2,崇拝者,worshiper,0
"753","λαχανηρος",λαχανηρ,1-2,息を切らして,short of breath,0
"754","λαῦρος",λαῦρ,1-2,月桂樹,laurel,0
"755","λείρινος",λείριν,1-2,レイリーノ,Leirino,0
"756","λεκτικος",λεκτικ,1-2,口頭で,verbal,0
"757","λεξικος",λεξικ,1-2,辞書,dictionary,0
"758","λεπρος",λεπρ,1-2,ハンセン病患者,leper,0
"759","λεπταλέος",λεπταλέ,1-2,几帳面,meticulous,0
"760","λεπτόγεως",λεπτόγε,1-2o,薄さの,of thinness,0
"761","λεπτος",λεπτ,1-2,薄い,thin,0
"762","λευγαλέος",λευγαλέ,1-2,公平,fair,0
"763","λευκομέλας",λευκομέλᾰντ,3nt,白いりんご,white apple,0
"764","λευκόπτερος",λευκόπτερ,1-2,ホワイトウィング,Whitewing,0
"765","λευκος",λευκ,1-2,白い,white,0
"766","λευκώλενος",λευκώλεν,1-2,ホワイトカラー,white-collared,0
"767","λευρος",λευρ,1-2,ブロード,broad,0
"768","λεύκινος",λεύκιν,1-2,白い,white,0
"769","λεῖος",λεῖ,1-2,スムーズ,smooth,0
"770","ληπτος",ληπτ,1-2,受信機,receiver,0
"771","λιβάνινος",λιβάνιν,1-2,レバノン人,Lebanese,0
"772","λιβανώτινος",λιβανώτιν,1-2,レバノン人,Lebanese,0
"773","λιγύς",λιγ,4u,少し,little,0
"774","λιγύφθογγος",λιγύφθογγ,1-2,ハイフン付き,hyphenated,0
"775","λιθαργύρινος",λιθαργύριν,1-2,リサルギリヌス,lithargyrinus,0
"776","λιμηρος",λιμηρ,1-2,ライム,lime,0
"777","λινοσπέρμινος",λινοσπέρμιν,1-2,リノスペルミン,linospermine,0
"778","λιπαρος",λιπαρ,1-2,脂肪,fatty,0
"779","λιπαρότροφος",λιπαρότροφ,1-2,太った人,fat eater,0
"780","λιπερνος",λιπερν,3i,リペルヌス,Lipernus,0
"781","λισσος",λισσ,1-2,リソス,Lissos,0
"782","λιτος",λιτ,1-2,倹約家,thrifty,0
"783","λοίδορος",λοίδορ,1-2,わいせつな,lewd,0
"784","λογικος",λογικ,1-2,適正,reasonable,0
"785","λογιστικος",λογιστικ,1-2,会計,accounting,0
"786","λοιγος",λοιγ,1-2,疾患,disease,0
"787","λοιμώδος",λοιμώδ,3i,感染,infection,0
"788","λοιπος",λοιπ,1-2,すぐ,so on,0
"789","λοξος",λοξ,1-2,斜め,oblique,0
"790","λορδος",λορδ,1-2,主,lord,0
"791","λοῖσθος",λοῖσθ,1-2,リスト,listos,0
"792","λυγρος",λυγρ,1-2,柔らかい,soft,0
"793","λυπηρος",λυπηρ,1-2,残念,regrettable,0
"794","λυπρος",λυπρ,1-2,悲しい,sad,0
"795","λυρικος",λυρικ,1-2,叙情的な,lyrical,0
"796","λυσαλγος",λυσαλγ,3i,リサルゴス,Lysalgos,0
"797","λυσιτελος",λυσιτελ,3i,使える,useful,0
"798","λυτέος",λυτέ,1-2,溶媒,solvent,0
"799","λυτήριος",λυτήρι,1-2,償還者,redeemer,0
"800","λυτικος",λυτικ,1-2,リュティシャン,Lytician,0
"801","λυτρωτέος",λυτρωτέ,1-2,償還可能,redeemable,0
"802","λυτρωτος",λυτρωτ,1-2,引き換えた,redeemed,0
"803","λυτρώσιμος",λυτρώσιμ,1-2,償還可能,redeemable,0
"804","λυτος",λυτ,1-2,溶ける,soluble,0
"805","λωΐων",λωΐοντ,3nt,ローション,lotions,0
"806","λωρυμνόν",λωρυμνόν,3con,ロリムノン,lorymnon,0
"807","λύγδινος",λύγδιν,1-2,優しい,gentle,0
"808","λύγινος",λύγιν,1-2,ウィズ,withy,0
"809","λύσιμος",λύσιμ,1-2,解決,solution,0
"810","λώτινος",λώτιν,1-2,ラテン語,latin,0
"811","λῃστικος",λῃστικ,1-2,緑豊かな,leafy,0
"812","μάγος",μάγ,1-2,マジシャン,magician,0
"813","μάκαρ",μάκαρ,3con,願い,wish,0
"814","μάργος",μάργ,1-2,マール,Marl,0
"815","μάταιος",μάται,1-2,うぬぼれが強い,vain,0
"816","μάτταβος",μάτταβ,1-2,マタブス,Mattabus,0
"817","μάχιμος",μάχιμ,1-2,戦闘員,combatant,0
"818","μάχλος",μάχλ,1-2,剣,sword,0
"819","μέγας",μέγᾰντ,3nt,すごい,great,0
"820","μέλας",μέλᾰντ,3nt,メラス,melas,0
"821","μέλεος",μέλε,1-2,メンバー,member,0
"822","μέλινος",μέλιν,1-2,蜂蜜,honey,0
"823","μέρμερος",μέρμερ,1-2,大理石,marble,0
"824","μέσος",μέσ,1-2,平均,average,0
"825","μέσσος",μέσσ,1-2,メディア,media,0
"826","μέτοχος",μέτοχ,1-2,株主,shareholder,0
"827","μέτριος",μέτρι,1-2,適度,moderate,0
"828","μήλινος",μήλιν,1-2,蜂蜜,honey,0
"829","μίλτινος",μίλτιν,1-2,ミルティン,miltine,0
"830","μίσθιος",μίσθι,1-2,傭兵,mercenary,0
"831","μαγειρικος",μαγειρικ,1-2,料理の,culinary,0
"832","μαδαρος",μαδαρ,1-2,マダール,madar,0
"833","μαθηματικος",μαθηματικ,1-2,数学的,mathematical,0
"834","μακάριος",μακάρι,1-2,至福の,blissful,0
"835","μακεδνος",μακεδν,1-2,マケドニアの,Macedonian,0
"836","μακρόουρος",μακρόουρ,1-2,ロングテール,long tail,0
"837","μακρος",μακρ,1-2,長いです,long,0
"838","μαλαβάθρινος",μαλαβάθριν,1-2,濃紺,dark blue,0
"839","μαλακόλαλος",μαλακόλαλ,1-2,ソフトスピーキング,soft spoken,0
"840","μαλακος",μαλακ,1-2,可鍛性,malleable,0
"841","μαλακόστρακος",μαλακόστρακ,1-2,甲殻類,crustacean,0
"842","μαλερος",μαλερ,1-2,マレロス,maleros,0
"843","μαλθακος",μαλθακ,1-2,ソフト,softie,0
"844","μαμμόθρεπτος",μαμμόθρεπτ,1-2,マンモスレプトス,mammothreptos,0
"845","μαντεῖος",μαντεῖ,1-2,占い師,fortune teller,0
"846","μανος",μαν,1-2,マノス,manos,0
"847","μαραντικος",μαραντικ,1-2,マランティコス,marantikos,0
"848","μαρμάρεος",μαρμάρε,1-2,大理石,marble,0
"849","μαρμάρινος",μαρμάριν,1-2,大理石,marble,0
"850","μαστίχινος",μαστίχιν,1-2,マスチックの,mastic,0
"851","μαστιγοφόρος",μαστιγοφόρ,1-2,むち打ち症,whiplash,0
"852","μαστοειδος",μαστοειδ,3i,マストイド,mastoid,0
"853","μαυρος",μαυρ,1-2,ブラック,black,0
"854","μείλινος",μείλιν,1-2,メリノス,melinos,0
"855","μεγάθυμος",μεγάθυμ,1-2,傲慢,haughty,0
"856","μεγαλήτωρ",μεγαλήτωρ,3con,長老,elder,0
"857","μεγαλομανος",μεγαλομαν,3i,偏見,bigot,0
"858","μεγαλόψυχος",μεγαλόψυχ,1-2,寛大な,magnanimous,0
"859","μεθοδικος",μεθοδικ,1-2,几帳面な,methodical,0
"860","μειλίχιος",μειλίχι,1-2,当たり障りのない,bland,0
"861","μελάγχλαινος",μελάγχλαιν,1-2,浅黒い肌,dark-skinned,0
"862","μελάνθινος",μελάνθιν,1-2,メランタン,melanthin,0
"863","μελίγλωσσος",μελίγλωσσ,1-2,甘口,sweet-tongued,0
"864","μελίπτορθος",μελίπτορθ,1-2,メリプレクトス,meliprectos,0
"865","μελίτινος",μελίτιν,1-2,蜂蜜,honey,0
"866","μελίφρων",μελίφροντ,3nt,蜂蜜の,of honey,0
"867","μελαγκράνινος",μελαγκράνιν,1-2,メランコリック,melancholic,0
"868","μελανοπλόκαμος",μελανοπλόκαμ,1-2,黒髪の,dark-haired,0
"869","μελανόκολπος",μελανόκολπ,1-2,メラノコルポ,melanokolpo,0
"870","μελανόπτερος",μελανόπτερ,1-2,メラノプテラ,melanoptera,0
"871","μελιηδος",μελιηδ,3i,メロディー,Melody,0
"872","μελιλώτινος",μελιλώτιν,1-2,メリロチン,Melilotine,0
"873","μελισσοκόμος",μελισσοκόμ,1-2,養蜂家,apiarist,0
"874","μεμβράϊνος",μεμβράϊν,1-2,膜質,membranous,0
"875","μενεπτόλεμος",μενεπτόλεμ,1-2,メネプトレムス,Meneptolemus,0
"876","μενοεικος",μενοεικ,3i,メノイコス,Menoikos,0
"877","μεριστος",μεριστ,1-2,功績のある,meritorious,0
"878","μεστος",μεστ,1-2,簡潔,concise,0
"879","μετάβολος",μετάβολ,1-2,代謝,Metabolism,0
"880","μετέωρος",μετέωρ,1-2,流星,meteor,0
"881","μεταμώνιος",μεταμώνι,1-2,メタモニウム,metamonium,0
"882","μηκεδανος",μηκεδαν,1-2,マケドニアの,Macedonian,0
"883","μηνοειδος",μηνοειδ,3i,毎月,monthly,0
"884","μητρῷος",μητρῷ,1-2,母親,mother,0
"885","μηχανικος",μηχανικ,1-2,エンジニア,engineer,0
"886","μιαιφόνος",μιαιφόν,1-2,突然,suddenly,0
"887","μικραύλαξ",μικραύλακ,3s,少女,little girl,0
"888","μικρος",μικρ,1-2,小さな,small,0
"889","μικρόψυχος",μικρόψυχ,1-2,気弱な,faint-hearted,0
"890","μιλτοπάρῃος",μιλτοπάρῃ,1-2,ミルトパレス,Miltoparous,0
"891","μινυνθάδιος",μινυνθάδι,1-2,ミニンタディオス,minynthadios,0
"892","μινυρος",μινυρ,1-2,マイナー,minor,0
"893","μιξοβάρβαρος",μιξοβάρβαρ,1-2,混合野蛮人,mixed barbarian,0
"894","μιξόθηρ",μιξόθηρ,3con,ミキサー,mixer,0
"895","μισάνθρωπος",μισάνθρωπ,1-2,人間不信,misanthrope,0
"896","μισητος",μισητ,1-2,嫌われた,hated,0
"897","μισθοφόρος",μισθοφόρ,1-2,傭兵,mercenary,0
"898","μνημονικος",μνημονικ,1-2,ニモニック,mnemonic,0
"899","μνησιπήμων",μνησιπήμοντ,3nt,記憶の,of memory,0
"900","μογερος",μογερ,1-2,クレイジー,crazy,0
"901","μολόχινος",μολόχιν,1-2,モロチノ,molochino,0
"902","μολύβδινος",μολύβδιν,1-2,鉛の,leaden,0
"903","μοναρχικος",μοναρχικ,1-2,君主的な,monarchical,0
"904","μοναχος",μοναχ,1-2,孤独な,solitary,0
"905","μονογενος",μονογεν,3i,モノジェニック,monogenic,0
"906","μονοειδος",μονοειδ,3i,単一種,monospecies,0
"907","μονόλιθος",μονόλιθ,1-2,モノリス,monolith,0
"908","μονότονος",μονότον,1-2,単調な,monotonous,0
"909","μοριφόν",μοριφόν,3con,モルヒネ,morphine,0
"910","μορτος",μορτ,1-2,死,death,0
"911","μουνογενος",μουνογεν,3i,異形の,munogenous,0
"912","μοῦνος",μοῦν,1-2,修道士,a monk,0
"913","μυέλινος",μυέλιν,1-2,延髄,medullary,0
"914","μυακάνθινος",μυακάνθιν,1-2,筋肉質,muscular,0
"915","μυθώδος",μυθώδ,3i,神話,myth,0
"916","μυιοσόβος",μυιοσόβ,1-2,ミソボ,myosovo,0
"917","μυκήτινος",μυκήτιν,1-2,真菌,fungal,0
"918","μυνδος",μυνδ,1-2,マインド,mind,0
"919","μυρίκινος",μυρίκιν,1-2,ミリシヌス,Myricinus,0
"920","μυρίος",μυρί,1-2,ミリオス,mirios,0
"921","μυρηρος",μυρηρ,1-2,没薬,myrrh,0
"922","μυριόφθαλμος",μυριόφθαλμ,1-2,ミリオタルモス,myriothalmos,0
"923","μυροβαλάνινος",μυροβαλάνιν,1-2,ミロバラニン,myrobalanine,0
"924","μυροφόρος",μυροφόρ,1-2,香ばしい,fragrant,0
"925","μυρσίνινος",μυρσίνιν,1-2,ミリシニア語,Myrsinian,0
"926","μυρόχριστος",μυρόχριστ,1-2,油そそがれた,anointed,0
"927","μυσαρος",μυσαρ,1-2,凶悪な,atrocious,0
"928","μυστικος",μυστικ,1-2,秘密の,secret,0
"929","μωρος",μωρ,1-2,バカ,moron,0
"930","μόλγινος",μόλγιν,1-2,モルギノス,molginos,0
"931","μόναυλος",μόναυλ,1-2,独身,single,0
"932","μόνος",μόν,1-2,独身,single,0
"933","μόρινος",μόριν,1-2,赤ちゃん,baby,0
"934","μόρρινος",μόρριν,1-2,もりの,morino,0
"935","μόσχινος",μόσχιν,1-2,ふくらはぎ,calf,0
"936","μύλινος",μύλιν,1-2,ミラー,miller,0
"937","μύρκος",μύρκ,1-2,すす,soot,0
"938","μύρτινος",μύρτιν,1-2,ギンバイカ,myrtle,0
"939","μῶλυς",μῶλ,4u,モリス,molys,0
"940","μῶνυξ",μῶνυκ,3s,男,male,0
"941","μῶρος",μῶρ,1-2,バカ,moron,0
"942","νάποινος",νάποιν,1-2,有罪,guilty,0
"943","νάρδινος",νάρδιν,1-2,ナード,nard,0
"944","νέατος",νέατ,1-2,ニュース,news,0
"945","νέβρινος",νέβριν,1-2,緊張,Nervous,0
"946","νέος",νέ,1-2,若い,young,0
"947","νήδυμος",νήδυμ,1-2,ネメシス,nemesis,0
"948","νήπιος",νήπι,1-2,幼児,toddler,0
"949","νήποινος",νήποιν,1-2,幼児,toddler,0
"950","νήϊος",νήϊ,1-2,ネイオス,neios,0
"951","ναζειραῖος",ναζειραῖ,1-2,ナザレ人,Nazarene,0
"952","ναζιραῖος",ναζιραῖ,1-2,ナジル石,Nazirite,0
"953","ναρθήκινος",ναρθήκιν,1-2,ナルセキン,narthekin,0
"954","ναρθηκοφόρος",ναρθηκοφόρ,1-2,ストレッチャーベアラー,stretcher bearer,0
"955","ναρκίσσινος",ναρκίσσιν,1-2,ナルシスト,narcissist,0
"956","ναρκωτικος",ναρκωτικ,1-2,麻薬,narcotic,0
"957","ναυσικλειτος",ναυσικλειτ,1-2,軍艦,naval ship,0
"958","ναυσικλυτος",ναυσικλυτ,1-2,ナビゲート可能,navigable,0
"959","ναυτικος",ναυτικ,1-2,海軍,naval,0
"960","νείατος",νείατ,1-2,若者,youth,0
"961","νεαρος",νεαρ,1-2,若い,young,0
"962","νεκρος",νεκρ,1-2,死,dead,0
"963","νεκυϊκος",νεκυϊκ,1-2,ネキコス,Nekyikos,0
"964","νεμεσητος",νεμεσητ,1-2,ネメシス,Nemesis,0
"965","νεμεσσητος",νεμεσσητ,1-2,ネメシス,nemesis,0
"966","νενίηλος",νενίηλ,1-2,幼児,toddler,0
"967","νεοδαμώδος",νεοδαμώδ,3i,ネオダモド,neodamodo,0
"968","νεοσκαφος",νεοσκαφ,3i,新しいボート,new boat,0
"969","νευροειδος",νευροειδ,3i,神経種,neurospecies,0
"970","νεύρινος",νεύριν,1-2,緊張,nervous,0
"971","νηκτος",νηκτ,1-2,ニクトス,niktos,0
"972","νηλος",νηλ,3i,ナイル,Nile,0
"973","νηλεος",νηλε,3i,馬鹿な,silly,0
"974","νηματώδος",νηματώδ,3i,線虫,nematode,0
"975","νημερτος",νημερτ,3i,昼間,daytime,0
"976","νηπενθος",νηπενθ,3i,ネペントス,nepenthos,0
"977","νηφάλιος",νηφάλι,1-2,しらふ,sober,0
"978","νικηφόρος",νικηφόρ,1-2,勝利した,victorious,0
"979","νοητικος",νοητικ,1-2,メンタル,mental,0
"980","νοητος",νοητ,1-2,考えられる,conceivable,0
"981","νομικος",νομικ,1-2,法的,legal,0
"982","νομοθετικος",νομοθετικ,1-2,立法,legislative,0
"983","νοσηρος",νοσηρ,1-2,病的な,morbid,0
"984","νουμήνιος",νουμήνι,1-2,カーリュー,curlew,0
"985","νυθος",νυθ,1-2,ニトス,nythos,0
"986","νυκτερινος",νυκτεριν,1-2,夜行性,nocturnal,0
"987","νυμφόληπτος",νυμφόληπτ,1-2,花婿,bridegroom,0
"988","νωδος",νωδ,1-2,無歯,edentate,0
"989","νωθρος",νωθρ,1-2,鈍い,sluggish,0
"990","νωχελος",νωχελ,3i,怠惰,lazy,0
"991","νόθος",νόθ,1-2,違法な,illegitimate,0
"992","νόστιμος",νόστιμ,1-2,美味しい,delicious,0
"993","νότινος",νότιν,1-2,南方の,southern,0
"994","νῶροψ",νῶροπ,3s,よくなる,get well,0
"995","ξένιος",ξένι,1-2,知らない人,stranger,0
"996","ξένος",ξέν,1-2,外国,foreign,0
"997","ξανθόλευκος",ξανθόλευκ,1-2,金髪と白,blond and white,0
"998","ξανθος",ξανθ,1-2,ブロンド,blond,0
"999","ξείνιος",ξείνι,1-2,ゼニウス,Xenius,0
"1000","ξενοκτόνος",ξενοκτόν,1-2,ゼノサイド,xenocide,0
"1001","ξεστος",ξεστ,1-2,疲れた,tired,0
"1002","ξεῖνος",ξεῖν,1-2,知らない人,stranger,0
"1003","ξηρος",ξηρ,1-2,ドライ,dry,0
"1004","ξουθος",ξουθ,1-2,シャープ,sharp,0
"1005","ξυγγενος",ξυγγεν,3i,いとこ,cousin,0
"1006","ξυλικος",ξυλικ,1-2,木製,wooden,0
"1007","ξυλοκόπος",ξυλοκόπ,1-2,木こり,woodcutter,0
"1008","ξυμμαχικος",ξυμμαχικ,1-2,狙撃手,sharpshooter,0
"1009","ξυνήθος",ξυνήθ,3i,酸っぱい,sour,0
"1010","ξυνος",ξυν,1-2,かじられた,crabbed,0
"1011","ξυστος",ξυστ,1-2,引っかき傷,scratched,0
"1012","ξύλινος",ξύλιν,1-2,木製,wooden,0
"1013","ξύμμαχος",ξύμμαχ,1-2,タフガイ,tough guy,0
"1014","ξύμπας",ξύμπᾰντ,3nt,あなたは輝く,you shine,0
"1015","ξύμφορος",ξύμφορ,1-2,シンフォラス,symphorous,0
"1016","οἰκήϊος",οἰκήϊ,1-2,家,house,0
"1017","οἰκίδιος",οἰκίδι,1-2,家,house,0
"1018","οἰκεῖος",οἰκεῖ,1-2,親密な,intimate,0
"1019","οἰκητικος",οἰκητικ,1-2,世帯主,householder,0
"1020","οἰκητος",οἰκητ,1-2,家,house,0
"1021","οἰκογενος",οἰκογεν,3i,家族の一員,family member,0
"1022","οἰκονομικος",οἰκονομικ,1-2,経済的な,economic,0
"1023","οἰκουμενικος",οἰκουμενικ,1-2,エキュメニカル,ecumenical,0
"1024","οἰκτρος",οἰκτρ,1-2,哀れな,pitiful,0
"1025","οἰνάνθινος",οἰνάνθιν,1-2,ἰνANTηνος,ἰνANTηνος,0
"1026","οἰνάς",οἰνάδ,3con,ワイン,wine,0
"1027","οἰνηρος",οἰνηρ,1-2,夢のような,dreamy,0
"1028","οἰσύϊνος",οἰσύϊν,1-2,oἰsyinos,oἰsyinos,0
"1029","οἰχόμενος",οἰχόμεν,1-2,鳴っている,sounding,0
"1030","οἰωνοσκοπικος",οἰωνοσκοπικ,1-2,肉眼的,oenoscopic,0
"1031","οἴνινος",οἴνιν,1-2,ワイナリー,winey,0
"1032","οἶνοψ",οἶνοπ,3s,ワイン,wine,0
"1033","οἶος",οἶ,1-2,家,home,0
"1034","οὐδέτερος",οὐδέτερ,1-2,中性,neutral,0
"1035","οὐλόμενος",οὐλόμεν,1-2,臭い,smelling,0
"1036","οὐρανοσκόπος",οὐρανοσκόπ,1-2,スカイウォッチャー,skywatcher,0
"1037","οὐρανοῦχος",οὐρανοῦχ,1-2,天,heavenly,0
"1038","οὐραῖος",οὐραῖ,1-2,尾側,caudal,0
"1039","οὐροβόρος",οὐροβόρ,1-2,スカイウォーカー,skywalker,0
"1040","οὐτιδανος",οὐτιδαν,1-2,悪党,miscreant,0
"1041","οὖλος",οὖλ,1-2,オロス,oὖlos,0
"1042","πάγιος",πάγι,1-2,修繕,fixed,0
"1043","πάμπρωτος",πάμπρωτ,1-2,未婚,unmarried,0
"1044","πάνδημος",πάνδημ,1-2,パンデミック,pandemic,0
"1045","πάνοπτος",πάνοπτ,1-2,一日中,all day,0
"1046","πάνσοφος",πάνσοφ,1-2,すべての賢明な,all wise,0
"1047","πάντιμος",πάντιμ,1-2,パンディット,pandit,0
"1048","πάρεδρος",πάρεδρ,1-2,パレドロス,paredros,0
"1049","πάρευνος",πάρευν,1-2,パレノス,parenos,0
"1050","πάροικος",πάροικ,1-2,教区民,parishioner,0
"1051","πάτριος",πάτρι,1-2,継父,stepfather,0
"1052","πέλωρος",πέλωρ,1-2,ペロロス,Pelorus,0
"1053","πέμπελος",πέμπελ,1-2,ペンペル,pempel,0
"1054","πέμπτος",πέμπτ,1-2,5番目,fifth,0
"1055","πένος",πέν,3i,陰茎,penis,0
"1056","πέπων",πέποντ,3nt,胃,stomach,0
"1057","πέταλος",πέταλ,1-2,蹄鉄,horseshoe,0
"1058","πέτηλος",πέτηλ,1-2,花弁,petal,0
"1059","πέτρινος",πέτριν,1-2,石っぽい,stony,0
"1060","πήδινος",πήδιν,1-2,足,foot,0
"1061","πήλινος",πήλιν,1-2,粘土,clay,0
"1062","πίλινος",πίλιν,1-2,ピリノス,pilinos,0
"1063","πίνινος",πίνιν,1-2,ピニヌス,pininus,0
"1064","πίσινος",πίσιν,1-2,お尻,butt,0
"1065","πίσσινος",πίσσιν,1-2,プール,pool,0
"1066","πίων",πίοντ,3nt,私は飲む,I drink,0
"1067","παθητικος",παθητικ,1-2,受け身,passive,0
"1068","παθικος",παθικ,1-2,受け身,passive,0
"1069","παθογνωμικος",παθογνωμικ,1-2,特徴的な,pathognomonic,0
"1070","παθογνωμονικος",παθογνωμονικ,1-2,病理学者,pathologist,0
"1071","παιδαγωγικος",παιδαγωγικ,1-2,教育的な,pedagogical,0
"1072","παιδικος",παιδικ,1-2,乳児,infantile,0
"1073","παιδνος",παιδν,1-2,男の子,boy,0
"1074","παιδοφόνος",παιδοφόν,1-2,子殺し,child killer,0
"1075","παιδόφιλος",παιδόφιλ,1-2,小児性愛者,pedophile,0
"1076","παιπαλόεις",παιπαλόεντ,3nt,あなたは遊んでいる,you are playing,0
"1077","παλίμπλαγκτος",παλίμπλαγκτ,1-2,パリブラクトス,paliblagtos,0
"1078","παλίμψηστος",παλίμψηστ,1-2,パリンプセスト,palimpsest,0
"1079","παλίνδρομος",παλίνδρομ,1-2,帰路,return trip,0
"1080","παλίντονος",παλίντον,1-2,パリントン,palinton,0
"1081","παλίρροχθος",παλίρροχθ,1-2,潮,tide,0
"1082","παλαιγενος",παλαιγεν,3i,古代,ancient,0
"1083","παλαιος",παλαι,1-2,年,old,0
"1084","παλινδρομικος",παλινδρομικ,1-2,往復,reciprocating,0
"1085","παλιούρινος",παλιούριν,1-2,潮水,tidewater,0
"1086","παλμυρηνος",παλμυρην,1-2,パルミラ,palmyra,0
"1087","παλτος",παλτ,1-2,コート,coat,0
"1088","παμμάχος",παμμάχ,1-2,ヘビーヒッター,heavy hitter,0
"1089","παμμεγέθος",παμμεγέθ,3i,フルサイズ,full size,0
"1090","παμποίκιλος",παμποίκιλ,1-2,あらゆる種類の,all kinds of,0
"1091","παμφανόων",παμφανόοντ,3nt,一般人,common people,0
"1092","πανάχραντος",πανάχραντ,1-2,永遠,eternal,0
"1093","πανακος",πανακ,3i,万能薬,panacea,0
"1094","πανηγυρικος",πανηγυρικ,1-2,お祝いの,festive,0
"1095","πανημέριος",πανημέρι,1-2,一日中,all day,0
"1096","πανθαλος",πανθαλ,3i,偏在,omnipresent,0
"1097","πανθαμάρτητος",πανθαμάρτητ,1-2,大罪,mortal sin,0
"1098","παννύχιος",παννύχι,1-2,偏在,omnipresent,0
"1099","πανοῦργος",πανοῦργ,1-2,狡猾,cunning,0
"1100","παντάθλιος",παντάθλι,1-2,オールラウンドな人,all-rounder,0
"1101","παντοκρατος",παντοκρατ,3i,全能,omnipotent,0
"1102","παπύρινος",παπύριν,1-2,パピルス,papyrus,0
"1103","παράβυστος",παράβυστ,1-2,違反者,violator,0
"1104","παράδοξος",παράδοξ,1-2,逆説的,paradoxical,0
"1105","παράκαιρος",παράκαιρ,1-2,時期尚早,untimely,0
"1106","παράκλητος",παράκλητ,1-2,サプリカント,supplicant,0
"1107","παράλληλος",παράλληλ,1-2,平行,parallel,0
"1108","παράνομος",παράνομ,1-2,違法,illegal,0
"1109","παράπυξος",παράπυξ,1-2,パラピクサス,parapyxus,0
"1110","παρήμενος",παρήμεν,1-2,永続,permanent,0
"1111","παραίτιος",παραίτι,1-2,やめる,quitter,0
"1112","παραβολικος",παραβολικ,1-2,放物線,parabolic,0
"1113","παραδειγματικος",παραδειγματικ,1-2,模範的な,exemplary,0
"1114","παραθαλάσσιος",παραθαλάσσι,1-2,シーサイド,seaside,0
"1115","παραλληλεπίπεδος",παραλληλεπίπεδ,1-2,平行四辺形,parallelogram,0
"1116","παραλληλόγραμμος",παραλληλόγραμμ,1-2,平行四辺形,parallelogram,0
"1117","παραλυτικος",παραλυτικ,1-2,麻痺した,paralytic,0
"1118","παραπλήσιος",παραπλήσι,1-2,似ている,similar,0
"1119","παρδακος",παρδακ,1-2,パルダク,pardak,0
"1120","παρθένος",παρθέν,1-2,処女,Virgin,0
"1121","παριτητέος",παριτητέ,1-2,パー,par,0
"1122","παροινικος",παροινικ,1-2,教区民,parishioner,0
"1123","παροξύτονος",παροξύτον,1-2,発作性の,paroxysmal,0
"1124","παρόμοιος",παρόμοι,1-2,似ている,similar,0
"1125","παρώνυμος",παρώνυμ,1-2,仮名,paronymous,0
"1126","παστος",παστ,1-2,しょっぱい,salty,0
"1127","πασχάλιος",πασχάλι,1-2,イースター,Easter,0
"1128","πατριαρχικος",πατριαρχικ,1-2,家父長的,patriarchal,0
"1129","πατρικος",πατρικ,1-2,父方の,paternal,0
"1130","πατρώϊος",πατρώϊ,1-2,継父,stepfather,0
"1131","πατρῷος",πατρῷ,1-2,お父さん,father,0
"1132","παυσίλυπος",παυσίλυπ,1-2,破線,dashed,0
"1133","παχυδάκτυλος",παχυδάκτυλ,1-2,パキダクチルス,pachydactylus,0
"1134","παχύδερμος",παχύδερμ,1-2,厚皮症,pachydermatous,0
"1135","παχύς",παχ,4u,肥満,fat,0
"1136","παῦρος",παῦρ,1-2,パウロス,pauros,0
"1137","πεζος",πεζ,1-2,歩行者,pedestrian,0
"1138","πειθήνιος",πειθήνι,1-2,従順な,docile,0
"1139","πειθος",πειθ,1-2,説得,persuasion,0
"1140","πελιδνος",πελιδν,1-2,激怒,livid,0
"1141","πελιτνος",πελιτν,1-2,乞食,beggar,0
"1142","πελιος",πελι,1-2,すごい,great,0
"1143","πελλος",πελλ,1-2,ペロス,pellos,0
"1144","πελώριος",πελώρι,1-2,ドキドキ,thumping,0
"1145","πεμπτος",πεμπτ,1-2,5番目,fifth,0
"1146","πενθικος",πενθικ,1-2,喪,mourning,0
