"2166","ἰδιώτης",,Masculine,1es,プライベート,private,0,0,0
"2167","ἰλάρχης",,Masculine,1es,酋長,chieftain,0,0,0
"2168","ἰξίας",,Masculine,1as,価値,value,0,0,0
"2169","ἰχθυοθήρας",,Masculine,1as,フィッシュハンター,fish hunter,0,0,0
"2170","ἰχθυοθηρευτής",,Masculine,1es,フィッシュハンター,fish hunter,0,0,0
"2171","ἰχθυολύμης",,Masculine,1es,魚鱗教,ichthyolism,0,0,0
"2172","ἰχθυοπώλης",,Masculine,1es,魚屋,fishmonger,0,0,0
"2173","ἱεράρχης",,Masculine,1es,階層,hierarch,0,0,0
"2174","ἱεροφάντης",,Masculine,1es,祭司,priest,0,0,0
"2175","ἱκέτης",,Masculine,1es,乞食,beggar,0,0,0
"2176","ἱλαστής",,Masculine,1es,働き者,hard worker,0,0,0
"2177","ἱππηλάτα",,Masculine,2,馬術家,equestrians,0,0,0
"2178","ἱπποκορυστής",,Masculine,1es,騎手,jockey,0,0,0
"2179","ἱπποτοξότης",,Masculine,1es,馬の射手,horse archer,0,0,0
"2180","ἱππότης",,Masculine,1es,騎士,knight,0,0,0
"2181","ἴβδης",,Masculine,1es,うま,horse,0,0,0
"2182","Ἰαξαμάται",,Masculine,1as,感謝しています,It is appreciated,1,0,0
"2183","Ἰεφθής",,Masculine,1es,エフタ,Jephthah,0,0,0
"2184","Ἰσραηλίτης",,Masculine,1es,イスラエル人,Israeli,0,0,0
"2185","Ἰσόνδαι",,Masculine,1as,彼らです,They are,1,0,0
"2186","Ἰταλιώτης",,Masculine,1es,イタリア語,Italian,0,0,0
"2187","Ἰωνάθης",,Masculine,1es,イオナテス,Ionathes,0,0,0
"2188","Ἰῦρκαι",,Masculine,1as,ヒルカイ,Hyrkai,1,0,0
"2189","Ἱεραπολίτης",,Masculine,1es,ヒエラポリタン,Hierapolitan,0,0,0
"2190","Ἱεροσολυμίτης",,Masculine,1es,エルサレム人,A Jerusalemite,0,0,0
"2191","Ἴσακος",,Masculine,2,アイザック,Isaac,0,0,0
"2192","Ἴστροι",,Masculine,2,筋肉,Muscles,1,0,0
"2193","ὀλιγάρχης",,Masculine,1es,オリガルヒ,oligarch,0,0,0
"2194","ὀρίνδης",,Masculine,1es,ὀrindis,ὀrindis,0,0,0
"2195","ὀστοκατεάκτης",,Masculine,1es,ὀstocatakti,ὀstocatakti,0,0,0
"2196","ὀφειλέτης",,Masculine,1es,債務者,debtor,0,0,0
"2197","ὁπλίτης",,Masculine,1es,兵隊,soldier,0,0,0
"2198","ὄλινοι",,Masculine,2,キョウチクトウ,oleanders,1,0,0
"2199","Ὀασῖται",,Masculine,1as,聞こえる,"Oasítai ",1,0,1
"2200","Ὀδρύσαι",,Masculine,1as,ドライセイ,Drysei,1,0,1
"2201","Ὀδρύσης",,Masculine,1es,オドリシス,Odrisis,0,1,1
"2202","Ὀδόμαντοι",,Masculine,2,オドマンド人,Odomandians,1,0,1
"2203","Ὀζόλαι",,Masculine,1as,オゾライ,Ozolai,1,0,1
"2204","Ὀλόνδαι",,Masculine,1as,オランダの,Dutch,1,0,1
"2205","Ὀρνεάτης",,Masculine,1es,オルニアティス,Orneatis,0,1,1
"2206","Ὀροσάγγαι",,Masculine,1as,オロサンガイ,Orosangai,1,0,1
"2207","ὑπερασπιστής",,Masculine,1es,擁護者,defender,0,0,0
"2208","ὑπηρέτης",,Masculine,1es,サーバント,servant,0,0,0
"2209","ὑποκριτής",,Masculine,1es,偽善者,hypocrite,0,0,0
"2210","ὑποσπαδίας",,Masculine,1as,尿道下裂,hypospadias,0,0,0
"2211","ὑποστάτης",,Masculine,1es,代役,an understudy,0,0,0
"2212","ὑψιβρεμέτης",,Masculine,1es,レインメーカー,rainmaker,0,0,0
"2213","Ὑπερβόρεοι",,Masculine,2,ハイパーボリアン,Hyperboreans,1,0,1
"2214","Ὠρείτης",,Masculine,1es,エリチス,Ὠeritis,0,1,1
"2215","ῥητινίτης",,Masculine,1es,網膜,retinite,0,0,0
"2216","ῥυντάκης",,Masculine,1es,鳩ほどの大きさのインドの鳥,Indian bird of size of a pigeon,0,0,0
"2217","Ῥωξολανοί",,Masculine,2,Ῥoxolani,Ῥoxolani,1,0,1
