"noun_no","dictionary_stem","weak_stem","strong_stem","japanese_translation","english_translation","gender","noun_type","deponent_singular","deponent_plural","location_name"
"1971","osączanie","osączanie","osączani-","排水","drainage","Neuter","2e","0","0","0"
"1972","osączenie","osączenie","osączeni-","包囲","encirclement","Neuter","2e","0","0","0"
"1973","osłabianie","osłabianie","osłabiani-","弱体化","weakening","Neuter","2e","0","0","0"
"1974","osłabienie","osłabienie","osłabieni-","弱点","weakness","Neuter","2e","0","0","0"
"1975","otaczanie","otaczanie","otaczani-","周囲","surrounding","Neuter","2e","0","0","0"
"1976","otarcie","otarcie","otarci-","こする","rubbing","Neuter","2e","0","0","0"
"1977","otoczenie","otoczenie","otoczeni-","周囲","surroundings","Neuter","2e","0","0","0"
"1978","otrucie","otrucie","otruci-","中毒","poisoning","Neuter","2e","0","0","0"
"1979","otrzymanie","otrzymanie","otrzymani-","レシート","receipt","Neuter","2e","0","0","0"
"1980","otrząsanie","otrząsanie","otrząsani-","振り払う","shaking off","Neuter","2e","0","0","0"
"1981","otrząśnięcie","otrząśnięcie","otrząśnięci-","振る","shake","Neuter","2e","0","0","0"
"1982","otulanie","otulanie","otulani-","ラッピング","wrapping","Neuter","2e","0","0","0"
"1983","otulenie","otulenie","otuleni-","包む","wrap","Neuter","2e","0","0","0"
"1984","otwarcie","otwarcie","otwarci-","公然と","openly","Neuter","2e","0","0","0"
"1985","otępienie","otępienie","otępieni-","愚か者","stupor","Neuter","2e","0","0","0"
"1986","owijanie","owijanie","owijani-","ラッピング","wrapping","Neuter","2e","0","0","0"
"1987","owinięcie","owinięcie","owinięci-","ラッピング","wrapping","Neuter","2e","0","0","0"
"1988","owłosienie","owłosienie","owłosieni-","毛","hairs","Neuter","2e","0","0","0"
"1989","oziębienie","oziębienie","oziębieni-","身も凍る","chilling","Neuter","2e","0","0","0"
"1990","oznaczenie","oznaczenie","oznaczeni-","指定","designation","Neuter","2e","0","0","0"
"1992","oślę","oślę","ośl-","ロバ","donkey","Neuter","3con","0","0","0"
"1993","ośmielanie","ośmielanie","ośmielani-","奨励","encouragement","Neuter","2e","0","0","0"
"1994","ośmielenie","ośmielenie","ośmieleni-","奨励","encouragement","Neuter","2e","0","0","0"
"1995","oświadczenie","oświadczenie","oświadczeni-","声明","statement","Neuter","2e","0","0","0"
"1996","oświecanie","oświecanie","oświecani-","啓発","enlightenment","Neuter","2e","0","0","0"
"1997","oświetlanie","oświetlanie","oświetlani-","点灯","lighting","Neuter","2e","0","0","0"
"1998","oświetlenie","oświetlenie","oświetleni-","点灯","lighting","Neuter","2e","0","0","0"
"1999","ożaglowanie","ożaglowanie","ożaglowani-","帆","sails","Neuter","2e","0","0","0"
"2000","ożenienie","ożenienie","ożenieni-","結婚する","getting married","Neuter","2e","0","0","0"
"2001","ożywienie","ożywienie","ożywieni-","復活","revival","Neuter","2e","0","0","0"
"2002","pacanie","pacanie","pacani-","パッティング","patting","Neuter","2e","0","0","0"
"2003","pachnidło","pachnidło","pachnidł-","香水","perfume","Neuter","2o","0","0","0"
"2004","pachnienie","pachnienie","pachnieni-","匂い","smell","Neuter","2e","0","0","0"
"2005","pachnięcie","pachnięcie","pachnięci-","匂い","smell","Neuter","2e","0","0","0"
"2006","pacholę","pacholę","pachol-","若者","lad","Neuter","3con","0","0","0"
"2007","pacnięcie","pacnięcie","pacnięci-","スワット","swat","Neuter","2e","0","0","0"
"2008","padanie","padanie","padani-","入射","incidence","Neuter","2e","0","0","0"
"2009","padnięcie","padnięcie","padnięci-","死","death","Neuter","2e","0","0","0"
"2010","palenie","palenie","paleni-","喫煙","smoking","Neuter","2e","0","0","0"
"2011","palenisko","palenisko","palenisk-","ハース","hearth","Neuter","2o","0","0","0"
"2012","paliwo","paliwo","paliw-","燃料","fuel","Neuter","2o","0","0","0"
"2014","palto","palto","palt-","コート","coat","Neuter","2o","0","0","0"
"2015","panaceum","panaceum","panace-","万能薬","panacea","Neuter","2um","0","0","0"
"2016","pandeiro","pandeiro","pandeir-","パンデイロ","pandeiro","Neuter","2o","0","0","0"
"2017","panieństwo","panieństwo","panieństw-","処女","virginity","Neuter","2o","0","0","0"
"2018","panisko","panisko","panisk-","パニック","panick","Neuter","2o","0","0","0"
"2019","pannisko","pannisko","pannisk-","お嬢","miss","Neuter","2o","0","0","0"
"2020","panowanie","panowanie","panowani-","コントロール","control","Neuter","2e","0","0","0"
"2021","papiernictwo","papiernictwo","papiernictw-","製紙","papermaking","Neuter","2o","0","0","0"
"2022","papierzysko","papierzysko","papierzysk-","紙の","papery","Neuter","2o","0","0","0"
"2023","paplanie","paplanie","paplani-","せせらぎ","babble","Neuter","2e","0","0","0"
"2024","papranie","papranie","paprani-","ごみ","rubbish","Neuter","2e","0","0","0"
"2025","parapodium","parapodium","parapodi-","パラポディウム","parapodium","Neuter","2um","0","0","0"
"2026","parcie","parcie","parci-","プレッシャー","pressure","Neuter","2e","0","0","0"
"2028","parkowanie","parkowanie","parkowani-","パーキング","parking","Neuter","2e","0","0","0"
"2029","partnerstwo","partnerstwo","partnerstw-","パートナーシップ","partnership","Neuter","2o","0","0","0"
"2030","partyjniactwo","partyjniactwo","partyjniactw-","パーティー主義","partyism","Neuter","2o","0","0","0"
"2031","parzydełko","parzydełko","parzydełk-","スティック","the stick","Neuter","2o","0","0","0"
"2032","parzydło","parzydło","parzydł-","ペイン","pane","Neuter","2o","0","0","0"
"2033","pasanie","pasanie","pasani-","放牧","grazing","Neuter","2e","0","0","0"
"2034","pasemko","pasemko","pasemk-","ストランド","strand","Neuter","2o","0","0","0"
"2035","paserstwo","paserstwo","paserstw-","フェンシング","fencing","Neuter","2o","0","0","0"
"2036","pasienie","pasienie","pasieni-","牧草地","pasture","Neuter","2e","0","0","0"
"2037","paskudztwo","paskudztwo","paskudztw-","目障り","eyesore","Neuter","2o","0","0","0"
"2038","pasmo","pasmo","pasm-","バンド","band","Neuter","2o","0","0","0"
"2040","pastwisko","pastwisko","pastwisk-","牧草地","pasture","Neuter","2o","0","0","0"
"2041","patio","patio","pati-","パティオ","patio","Neuter","2o","0","0","0"
"2042","patroszenie","patroszenie","patroszeni-","ガッティング","gutting","Neuter","2e","0","0","0"
"2043","patrzenie","patrzenie","patrzeni-","見て","looking","Neuter","2e","0","0","0"
"2044","patyczkowanie","patyczkowanie","patyczkowani-","こだわり","sticking","Neuter","2e","0","0","0"
"2045","pałętanie","pałętanie","pałętani-","シャックリング","shackling","Neuter","2e","0","0","0"
"2046","państewko","państewko","państewk-","州","state","Neuter","2o","0","0","0"
"2047","państwo","państwo","państw-","国","country","Neuter","2o","0","0","0"
"2049","pchanie","pchanie","pchani-","押す","pushing","Neuter","2e","0","0","0"
"2050","pchnięcie","pchnięcie","pchnięci-","押す","push","Neuter","2e","0","0","0"
"2051","pedalstwo","pedalstwo","pedalstw-","たばこ","fagging","Neuter","2o","0","0","0"
"2052","peklowanie","peklowanie","peklowani-","ピクルス","pickling","Neuter","2e","0","0","0"
"2053","perygeum","perygeum","peryge-","ペリジー","perigee","Neuter","2um","0","0","0"
"2054","peryhelium","peryhelium","peryheli-","ペリヘリオン","perihelion","Neuter","2um","0","0","0"
"2055","peszenie","peszenie","peszeni-","恥ずかしさ","embarrassment","Neuter","2e","0","0","0"
"2056","pełnomocnictwo","pełnomocnictwo","pełnomocnictw-","委任状","power of attorney","Neuter","2o","0","0","0"
"2057","pełzanie","pełzanie","pełzani-","クロール","crawl","Neuter","2e","0","0","0"
"2058","pianie","pianie","piani-","カラス","crow","Neuter","2e","0","0","0"
"2059","pianino","pianino","pianin-","ピアノ","piano","Neuter","2o","0","0","0"
"2060","piccolo","piccolo","piccol-","ピッコロ","piccolo","Neuter","2o","0","0","0"
"2061","pichcenie","pichcenie","pichceni-","料理","cooking","Neuter","2e","0","0","0"
"2062","picie","picie","pici-","飲酒","drinking","Neuter","2e","0","0","0"
"2063","pieczenie","pieczenie","pieczeni-","ベーキング","baking","Neuter","2e","0","0","0"
"2064","pieczyste","pieczyste","pieczyst-","ロースト","roast","Neuter","2e","0","0","0"
"2065","pieczywo","pieczywo","pieczyw-","パン","bread","Neuter","2o","0","0","0"
"2066","piekiełko","piekiełko","piekiełk-","地獄","hell","Neuter","2o","0","0","0"
"2067","piekło","piekło","piekł-","地獄","hell","Neuter","2o","0","0","0"
"2068","pielenie","pielenie","pieleni-","除草","weeding","Neuter","2e","0","0","0"
"2069","pienie","pienie","pieni-","泡","foams","Neuter","2e","0","0","0"
"2070","pieprzenie","pieprzenie","pieprzeni-","クソ","fucking","Neuter","2e","0","0","0"
"2071","pieprznięcie","pieprznięcie","pieprznięci-","クソ","fucking","Neuter","2e","0","0","0"
"2072","pierdnięcie","pierdnięcie","pierdnięci-","おなら","fart","Neuter","2e","0","0","0"
"2073","pierdolenie","pierdolenie","pierdoleni-","クソ","fucking","Neuter","2e","0","0","0"
"2074","pierdzenie","pierdzenie","pierdzeni-","おなら","farting","Neuter","2e","0","0","0"
"2075","pierworództwo","pierworództwo","pierworództw-","生得権","birthright","Neuter","2o","0","0","0"
"2076","pierwszeństwo","pierwszeństwo","pierwszeństw-","優先順位","priority","Neuter","2o","0","0","0"
"2077","pierze","pierze","pierz-","洗浄","washes","Neuter","2e","0","0","0"
"2079","pijaczysko","pijaczysko","pijaczysk-","酔っ払い","drunk","Neuter","2o","0","0","0"
"2080","pijaństwo","pijaństwo","pijaństw-","酩酊","drunkenness","Neuter","2o","0","0","0"
"2081","pikolo","pikolo","pikol-","ピッコロ","piccolo","Neuter","2o","0","0","0"
"2082","pisadło","pisadło","pisadł-","ペン","pen","Neuter","2o","0","0","0"
"2083","pisanie","pisanie","pisani-","書き込み","writing","Neuter","2e","0","0","0"
"2084","pisankarstwo","pisankarstwo","pisankarstw-","イースターエッグ","Easter eggs","Neuter","2o","0","0","0"
"2085","pisemko","pisemko","pisemk-","書き込み","writing","Neuter","2o","0","0","0"
"2086","pisklątko","pisklątko","pisklątk-","ひよこ","chick","Neuter","2o","0","0","0"
"2087","pisklę","pisklę","piskl-","ひよこ","chick","Neuter","3con","0","0","0"
"2088","pismo","pismo","pism-","書き込み","writing","Neuter","2o","0","0","0"
"2090","pisywanie","pisywanie","pisywani-","書き込み","writing","Neuter","2e","0","0","0"
"2091","pitolenie","pitolenie","pitoleni-","シェービング","shaving","Neuter","2e","0","0","0"
"2092","pitraszenie","pitraszenie","pitraszeni-","ピッチング","pitting","Neuter","2e","0","0","0"
"2093","piwko","piwko","piwk-","ビール","beer","Neuter","2o","0","0","0"
"2094","piwo","piwo","piw-","ビール","beer","Neuter","2o","0","0","0"
"2096","piwowarstwo","piwowarstwo","piwowarstw-","醸造","brewing","Neuter","2o","0","0","0"
"2097","piwsko","piwsko","piwsk-","ビール","beer","Neuter","2o","0","0","0"
"2098","piórko","piórko","piórk-","フェザー","feather","Neuter","2o","0","0","0"
"2099","pióro","pióro","piór-","ペン","pen","Neuter","2o","0","0","0"
"2101","pięcie","pięcie","pięci-","ヒール","heel","Neuter","2e","0","0","0"
"2102","piękno","piękno","piękn-","美しさ","beauty","Neuter","2o","0","0","0"
"2103","pięterko","pięterko","pięterk-","上の階","upper floor","Neuter","2o","0","0","0"
"2104","piętno","piętno","piętn-","汚名","stigma","Neuter","2o","0","0","0"
"2105","piętro","piętro","piętr-","床","floor","Neuter","2o","0","0","0"
"2106","piśmiennictwo","piśmiennictwo","piśmiennictw-","文学","literature","Neuter","2o","0","0","0"
"2107","piżmo","piżmo","piżm-","ムスク","musk","Neuter","2o","0","0","0"
"2108","planetarium","planetarium","planetari-","プラネタリウム","planetarium","Neuter","2um","0","0","0"
"2109","planowanie","planowanie","planowani-","計画","planning","Neuter","2e","0","0","0"
"2110","plaśnięcie","plaśnięcie","plaśnięci-","平手打ち","slap","Neuter","2e","0","0","0"
"2111","plecenie","plecenie","pleceni-","編み込み","braiding","Neuter","2e","0","0","0"
"2112","plemię","plemię","plemi-","部族","tribe","Neuter","3n","0","0","0"
"2113","plenum","plenum","plen-","プレナム","plenum","Neuter","2um","0","0","0"
"2114","ploso","ploso","plos-","ploso","ploso","Neuter","2o","0","0","0"
"2115","plucie","plucie","pluci-","唾を吐く","spitting","Neuter","2e","0","0","0"
"2116","plugastwo","plugastwo","plugastw-","汚物","filth","Neuter","2o","0","0","0"
"2117","pluskanie","pluskanie","pluskani-","スプラッシュ","splash","Neuter","2e","0","0","0"
"2118","pluśnięcie","pluśnięcie","pluśnięci-","スプラッシュ","splash","Neuter","2e","0","0","0"
"2119","plątanie","plątanie","plątani-","錯乱","confusion","Neuter","2e","0","0","0"
"2120","pnącze","pnącze","pnącz-","クライマー","climber","Neuter","2e","0","0","0"
"2121","poawanturowanie","poawanturowanie","poawanturowani-","冒険好き","adventurous","Neuter","2e","0","0","0"
"2122","pobankrutowanie","pobankrutowanie","pobankrutowani-","倒産","bankruptcy","Neuter","2e","0","0","0"
"2123","pobicie","pobicie","pobici-","殴る","beating","Neuter","2e","0","0","0"
"2124","pobieranie","pobieranie","pobierani-","ダウンロード","download","Neuter","2e","0","0","0"
"2125","pobijanie","pobijanie","pobijani-","殴る","beating","Neuter","2e","0","0","0"
"2126","pobliże","pobliże","pobliż-","近傍","vicinity","Neuter","2e","0","0","0"
"2127","pobocze","pobocze","pobocz-","ショルダー","shoulder","Neuter","2e","0","0","0"
"2128","pobojowisko","pobojowisko","pobojowisk-","戦場","battlefield","Neuter","2o","0","0","0"
"2130","pobrojenie","pobrojenie","pobrojeni-","武装解除","disarming","Neuter","2e","0","0","0"
"2131","pobrzeże","pobrzeże","pobrzeż-","海岸","seashore","Neuter","2e","0","0","0"
"2132","pobłogosławienie","pobłogosławienie","pobłogosławieni-","祝福","blessing","Neuter","2e","0","0","0"
"2133","pocałowanie","pocałowanie","pocałowani-","接吻","kiss","Neuter","2e","0","0","0"
"2134","pocenie","pocenie","poceni-","発汗","sweating","Neuter","2e","0","0","0"
"2135","pochlapanie","pochlapanie","pochlapani-","スプラッシュ","splash","Neuter","2e","0","0","0"
"2136","pochlebstwo","pochlebstwo","pochlebstw-","世辞","flattery","Neuter","2o","0","0","0"
"2137","pochodzenie","pochodzenie","pochodzeni-","元","origin","Neuter","2e","0","0","0"
"2138","pochowanie","pochowanie","pochowani-","埋葬","burial","Neuter","2e","0","0","0"
"2139","pochwytanie","pochwytanie","pochwytani-","捕獲","capture","Neuter","2e","0","0","0"
"2140","pochylenie","pochylenie","pochyleni-","リーン","lean","Neuter","2e","0","0","0"
"2141","pocieszanie","pocieszanie","pocieszani-","慰め","consolation","Neuter","2e","0","0","0"
"2142","pocieszenie","pocieszenie","pocieszeni-","快適","comfort","Neuter","2e","0","0","0"
"2143","pociskanie","pociskanie","pociskani-","ミサイル","missile","Neuter","2e","0","0","0"
"2144","poczekanie","poczekanie","poczekani-","待っている","waiting","Neuter","2e","0","0","0"
"2145","poczochranie","poczochranie","poczochrani-","乱闘","tousling","Neuter","2e","0","0","0"
"2146","poczucie","poczucie","poczuci-","検出","sense","Neuter","2e","0","0","0"
"2147","poczynanie","poczynanie","poczynani-","始まり","beginning","Neuter","2e","0","0","0"
"2148","poczynienie","poczynienie","poczynieni-","やって","doing","Neuter","2e","0","0","0"
"2149","poczęcie","poczęcie","poczęci-","概念","conception","Neuter","2e","0","0","0"
"2150","podanie","podanie","podani-","合格","pass","Neuter","2e","0","0","0"
"2151","podarcie","podarcie","podarci-","破れ目","tear","Neuter","2e","0","0","0"
"2152","podbicie","podbicie","podbici-","粘膜","lining","Neuter","2e","0","0","0"
"2153","podbieranie","podbieranie","podbierani-","拾う","picking up","Neuter","2e","0","0","0"
"2154","podbijanie","podbijanie","podbijani-","征服","conquering","Neuter","2e","0","0","0"
"2155","podbrzusze","podbrzusze","podbrzusz-","腹部","abdomen","Neuter","2e","0","0","0"
"2156","podchodzenie","podchodzenie","podchodzeni-","アプローチ","approach","Neuter","2e","0","0","0"
"2157","podchowanie","podchowanie","podchowani-","育てる","raising","Neuter","2e","0","0","0"
"2159","podchylenie","podchylenie","podchyleni-","傾ける","tilt","Neuter","2e","0","0","0"
"2160","podciśnienie","podciśnienie","podciśnieni-","低圧","underpressure","Neuter","2e","0","0","0"
"2161","poddarcie","poddarcie","poddarci-","引き裂く","tearing","Neuter","2e","0","0","0"
"2162","poddasze","poddasze","poddasz-","屋根裏","attic","Neuter","2e","0","0","0"
"2163","poddaństwo","poddaństwo","poddaństw-","serfdom","serfdom","Neuter","2o","0","0","0"
"2164","podebranie","podebranie","podebrani-","選び出す","pick up","Neuter","2e","0","0","0"
"2165","podejrzenie","podejrzenie","podejrzeni-","疑い","suspicion","Neuter","2e","0","0","0"
"2166","podejrzewanie","podejrzewanie","podejrzewani-","疑い","suspicion","Neuter","2e","0","0","0"
"2167","podejście","podejście","podejści-","アプローチ","approach","Neuter","2e","0","0","0"
"2168","podeschnięcie","podeschnięcie","podeschnięci-","枯渇","drying up","Neuter","2e","0","0","0"
"2169","podetknięcie","podetknięcie","podetknięci-","タッチアップ","touch up","Neuter","2e","0","0","0"
"2170","podfrunięcie","podfrunięcie","podfrunięci-","フライト","flight","Neuter","2e","0","0","0"
"2171","podfruwanie","podfruwanie","podfruwani-","飛び上がる","flying up","Neuter","2e","0","0","0"
"2172","podgardle","podgardle","podgardl-","デラップ","dewlap","Neuter","2e","0","0","0"
"2173","podgięcie","podgięcie","podgięci-","曲げる","bend","Neuter","2e","0","0","0"
"2174","podglebie","podglebie","podglebi-","下層土","subsoil","Neuter","2e","0","0","0"
"2175","podglądactwo","podglądactwo","podglądactw-","盗撮","voyeurism","Neuter","2o","0","0","0"
"2176","podglądanie","podglądanie","podglądani-","のぞき","peeping","Neuter","2e","0","0","0"
"2177","podgryzienie","podgryzienie","podgryzieni-","一口","bite","Neuter","2e","0","0","0"
"2178","podium","podium","podi-","表彰台","podium","Neuter","2um","0","0","0"
"2179","podjęcie","podjęcie","podjęci-","取った","take","Neuter","2e","0","0","0"
"2180","podkradanie","podkradanie","podkradani-","窃盗","stealing","Neuter","2e","0","0","0"
"2181","podkreślanie","podkreślanie","podkreślani-","ハイライト","highlighting","Neuter","2e","0","0","0"
"2182","podkreślenie","podkreślenie","podkreśleni-","ストレス","stress","Neuter","2e","0","0","0"
"2183","podkrojenie","podkrojenie","podkrojeni-","アンダーカット","undercut","Neuter","2e","0","0","0"
"2184","podlanie","podlanie","podlani-","水やり","watering","Neuter","2e","0","0","0"
"2185","podlewanie","podlewanie","podlewani-","水やり","watering","Neuter","2e","0","0","0"
"2186","podmarznięcie","podmarznięcie","podmarznięci-","凍結","freezing","Neuter","2e","0","0","0"
"2187","podniebienie","podniebienie","podniebieni-","口蓋","palate","Neuter","2e","0","0","0"
"2190","podniecenie","podniecenie","podnieceni-","興奮","excitement","Neuter","2e","0","0","0"
"2191","podniesienie","podniesienie","podniesieni-","リフト","lift","Neuter","2e","0","0","0"
"2192","podnoszenie","podnoszenie","podnoszeni-","リフティング","lifting","Neuter","2e","0","0","0"
"2193","podnóże","podnóże","podnóż-","足","foot","Neuter","2e","0","0","0"
"2194","podobieństwo","podobieństwo","podobieństw-","類似性","similarity","Neuter","2o","0","0","0"
"2195","podogonie","podogonie","podogoni-","ドック","dock","Neuter","2e","0","0","0"
"2196","podorędzie","podorędzie","podorędzi-","命令","instruction","Neuter","2e","0","0","0"
"2197","podpadanie","podpadanie","podpadani-","下に落ちる","falling under","Neuter","2e","0","0","0"
"2198","podpadnięcie","podpadnięcie","podpadnięci-","突進","lunges","Neuter","2e","0","0","0"
"2199","podpalenie","podpalenie","podpaleni-","放火","arson","Neuter","2e","0","0","0"
"2200","podpiersie","podpiersie","podpiersi-","バスト","bust","Neuter","2e","0","0","0"
"2201","podplemię","podplemię","podplemi-","サブ部族","sub tribe","Neuter","3n","0","0","0"
"2202","podproże","podproże","podproż-","リンテル","lintel","Neuter","2e","0","0","0"
"2203","podrabianie","podrabianie","podrabiani-","偽造","counterfeiting","Neuter","2e","0","0","0"
"2204","podrażnienie","podrażnienie","podrażnieni-","刺激","irritation","Neuter","2e","0","0","0"
"2205","podrobienie","podrobienie","podrobieni-","改ざん","falsification","Neuter","2e","0","0","0"
"2206","podrywanie","podrywanie","podrywani-","いちゃつく","flirting","Neuter","2e","0","0","0"
"2207","podróżowanie","podróżowanie","podróżowani-","旅行","traveling","Neuter","2e","0","0","0"
"2208","podrąbanie","podrąbanie","podrąbani-","チョッピング","chopping","Neuter","2e","0","0","0"
"2209","podskrobanie","podskrobanie","podskrobani-","スクレーピング","scraping","Neuter","2e","0","0","0"
"2210","podsumowanie","podsumowanie","podsumowani-","まとめ","summary","Neuter","2e","0","0","0"
"2211","podsumowywanie","podsumowywanie","podsumowywani-","要約","summarizing","Neuter","2e","0","0","0"
"2212","podsunięcie","podsunięcie","podsunięci-","アドバンス","advancement","Neuter","2e","0","0","0"
"2213","podsuwanie","podsuwanie","podsuwani-","前進","advancing","Neuter","2e","0","0","0"
"2214","podszycie","podszycie","podszyci-","下草","undergrowth","Neuter","2e","0","0","0"
"2215","podsłońce","podsłońce","podsłońc-","日当たり","sun exposure","Neuter","2e","0","0","0"
"2216","podudzie","podudzie","podudzi-","シャンク","shank","Neuter","2e","0","0","0"
"2217","podwinięcie","podwinięcie","podwinięci-","タック","tuck","Neuter","2e","0","0","0"
"2218","podwozie","podwozie","podwozi-","シャーシ","chassis","Neuter","2e","0","0","0"
"2219","podwracanie","podwracanie","podwracani-","転覆","overturning","Neuter","2e","0","0","0"
"2220","podwrócenie","podwrócenie","podwróceni-","転覆","overturning","Neuter","2e","0","0","0"
"2221","podwyższenie","podwyższenie","podwyższeni-","増加","increase","Neuter","2e","0","0","0"
"2222","podwzgórze","podwzgórze","podwzgórz-","視床下部","the hypothalamus","Neuter","2e","0","0","0"
"2223","podwórko","podwórko","podwórk-","裏庭","backyard","Neuter","2o","0","0","0"
"2224","podwórze","podwórze","podwórz-","ヤード","yard","Neuter","2e","0","0","0"
"2225","podziemie","podziemie","podziemi-","地下","underground","Neuter","2e","0","0","0"
"2226","podziwianie","podziwianie","podziwiani-","感嘆","admiration","Neuter","2e","0","0","0"
"2227","podziękowanie","podziękowanie","podziękowani-","ありがとう","thanks","Neuter","2e","0","0","0"
"2228","podłoże","podłoże","podłoż-","下層土","subsoil","Neuter","2e","0","0","0"
"2229","podżeganie","podżeganie","podżegani-","扇動","incitement","Neuter","2e","0","0","0"
"2230","pofrunięcie","pofrunięcie","pofrunięci-","脱ぐ","take off","Neuter","2e","0","0","0"
"2231","pofruwanie","pofruwanie","pofruwani-","飛び去る","flying away","Neuter","2e","0","0","0"
"2232","pogardzanie","pogardzanie","pogardzani-","軽蔑する","despising","Neuter","2e","0","0","0"
"2233","pogaństwo","pogaństwo","pogaństw-","異教","paganism","Neuter","2o","0","0","0"
"2234","poginięcie","poginięcie","poginięci-","失踪","disappearance","Neuter","2e","0","0","0"
"2235","pogięcie","pogięcie","pogięci-","曲げる","bend","Neuter","2e","0","0","0"
"2236","pogojenie","pogojenie","pogojeni-","癒し","healing","Neuter","2e","0","0","0"
"2237","pogorzelisko","pogorzelisko","pogorzelisk-","火の場所","site of fire","Neuter","2o","0","0","0"
"2238","pogorzenie","pogorzenie","pogorzeni-","悪化","aggravation","Neuter","2e","0","0","0"
"2239","pogotowie","pogotowie","pogotowi-","緊急","emergency","Neuter","2e","0","0","0"
"2240","pogranicze","pogranicze","pogranicz-","ボーダーランド","borderland","Neuter","2e","0","0","0"
"2241","pogryzienie","pogryzienie","pogryzieni-","一口","bite","Neuter","2e","0","0","0"
"2242","pogórze","pogórze","pogórz-","丘陵地帯","foothills","Neuter","2e","0","0","0"
"2243","pogłowie","pogłowie","pogłowi-","人口","population","Neuter","2e","0","0","0"
"2244","pogłębianie","pogłębianie","pogłębiani-","浚渫","dredging","Neuter","2e","0","0","0"
"2245","pogłębienie","pogłębienie","pogłębieni-","深化","deepening","Neuter","2e","0","0","0"
"2246","poidełko","poidełko","poidełk-","酒飲み","drinker","Neuter","2o","0","0","0"
"2247","poidło","poidło","poidł-","酒飲み","drinker","Neuter","2o","0","0","0"
"2248","pojenie","pojenie","pojeni-","水やり","watering","Neuter","2e","0","0","0"
"2249","pojezierze","pojezierze","pojezierz-","湖水地方","lake district","Neuter","2e","0","0","0"
"2250","pojmowanie","pojmowanie","pojmowani-","理解","understanding","Neuter","2e","0","0","0"
"2251","pojęcie","pojęcie","pojęci-","概念","concept","Neuter","2e","0","0","0"
"2252","pokazanie","pokazanie","pokazani-","見せる","show","Neuter","2e","0","0","0"
"2253","pokazywanie","pokazywanie","pokazywani-","表示中","showing","Neuter","2e","0","0","0"
"2254","pokolenie","pokolenie","pokoleni-","世代","generation","Neuter","2e","0","0","0"
"2255","pokonanie","pokonanie","pokonani-","敗北","defeat","Neuter","2e","0","0","0"
"2256","pokopanie","pokopanie","pokopani-","掘る","digging","Neuter","2e","0","0","0"
"2257","pokrewieństwo","pokrewieństwo","pokrewieństw-","血縁関係","kinship","Neuter","2o","0","0","0"
"2258","pokrojenie","pokrojenie","pokrojeni-","スライス","slicing","Neuter","2e","0","0","0"
"2259","pokrycie","pokrycie","pokryci-","カバー","covering","Neuter","2e","0","0","0"
"2260","pokrywanie","pokrywanie","pokrywani-","重複","overlapping","Neuter","2e","0","0","0"
"2261","pokrętło","pokrętło","pokrętł-","つまみ","knob","Neuter","2o","0","0","0"
"2262","pokuszenie","pokuszenie","pokuszeni-","誘惑","temptation","Neuter","2e","0","0","0"
"2263","pokładełko","pokładełko","pokładełk-","テレブラ","terebra","Neuter","2o","0","0","0"
"2264","pokłosie","pokłosie","pokłosi-","余波","aftermath","Neuter","2e","0","0","0"
"2265","polactwo","polactwo","polactw-","ポーランド","poland","Neuter","2o","0","0","0"
"2266","polakożerstwo","polakożerstwo","polakożerstw-","ポロを食べる","polo-eating","Neuter","2o","0","0","0"
"2267","polanie","polanie","polani-","クリア","clearing","Neuter","2e","0","0","0"
"2268","polanko","polanko","polank-","クリア","clearing","Neuter","2o","0","0","0"
"2269","polano","polano","polan-","ログ","log","Neuter","2o","0","0","0"
"2270","pole","pole","pol-","分野","field","Neuter","2e","0","0","0"
"2275","polecanie","polecanie","polecani-","おすすめ","recommending","Neuter","2e","0","0","0"
"2276","polecenie","polecenie","poleceni-","おすすめ","recommendation","Neuter","2e","0","0","0"
"2277","poleganie","poleganie","polegani-","依存","reliance","Neuter","2e","0","0","0"
"2278","polegnięcie","polegnięcie","polegnięci-","秋","fall","Neuter","2e","0","0","0"
"2279","poletko","poletko","poletk-","計画","a plot","Neuter","2o","0","0","0"
"2280","polewanie","polewanie","polewani-","水やり","watering","Neuter","2e","0","0","0"
"2281","policzenie","policzenie","policzeni-","カウント","count","Neuter","2e","0","0","0"
"2282","politbiuro","politbiuro","politbiur-","ポリトブロ","politburo","Neuter","2o","0","0","0"
"2283","politowanie","politowanie","politowani-","残念","pity","Neuter","2e","0","0","0"
"2284","polizanie","polizanie","polizani-","なめる","lick","Neuter","2e","0","0","0"
"2285","polowanie","polowanie","polowani-","狩猟","hunting","Neuter","2e","0","0","0"
"2287","polubienie","polubienie","polubieni-","お気に入り","like","Neuter","2e","0","0","0"
"2288","pomaganie","pomaganie","pomagani-","ヘルプ","help","Neuter","2e","0","0","0"
"2289","pomalowanie","pomalowanie","pomalowani-","ペインティング","painting","Neuter","2e","0","0","0"
"2290","pomarznięcie","pomarznięcie","pomarznięci-","夢","dreaming","Neuter","2e","0","0","0"
"2291","pomawianie","pomawianie","pomawiani-","挑発","taunt","Neuter","2e","0","0","0"
"2292","pomieszanie","pomieszanie","pomieszani-","錯乱","confusion","Neuter","2e","0","0","0"
"2293","pomieszczenie","pomieszczenie","pomieszczeni-","部屋","room","Neuter","2e","0","0","0"
